-0.25512285 	-0.79640826 	-0.79842252 	-0.79595355 	-0.79846190 	-0.79031531 	-0.79850210 	-0.75699831 	-0.79093888 	-0.69999652 	-0.76665811 	-0.64546397 	-0.72415268 	-0.59838058 	-0.67448957 	-0.57238916 	-0.64165442 	-0.56360747 	-0.63147610 	-0.73636869 	-0.82462148 	-0.66958541 	-0.82343775 	-0.53309054 	-0.80623209 	-0.44452755 	-0.74987085 	-0.42028788 	-0.72349344 	-0.41226335 	-0.87349937 	-0.30209360 	-0.83598466 	-0.79644695 	-0.79606584 	-0.79627399 	-0.79161515 	-0.75821679 	-0.71392047 	-0.66632952 	-0.62652148 	-0.60438016 	-0.59625747 	-0.78370070 	
-0.56770894 	-1.26948559 	-1.29186094 	-1.26741503 	-1.29201746 	-1.25224959 	-1.29191304 	-1.20840863 	-1.28124068 	-1.14833485 	-1.25982287 	-1.09085339 	-1.22593024 	-1.04370509 	-1.18838358 	-1.01862985 	-1.16404335 	-1.00867457 	-1.15592080 	-1.16116683 	-1.40003835 	-1.08931246 	-1.40243677 	-0.94470050 	-1.40027787 	-0.85322809 	-1.38299963 	-0.82446491 	-1.37333103 	-0.78388993 	-1.62886041 	-0.64234062 	-1.63820587 	-1.27487102 	-1.27378835 	-1.27357963 	-1.26172025 	-1.22695415 	-1.18434281 	-1.13815925 	-1.10272152 	-1.08301685 	-1.07489969 	-1.71772007 	
-0.71041428 	-1.54853777 	-1.57884134 	-1.54531698 	-1.57819359 	-1.52579195 	-1.57898111 	-1.47260790 	-1.56550213 	-1.40471440 	-1.54120908 	-1.34002295 	-1.50569428 	-1.28906312 	-1.46797563 	-1.26222320 	-1.44382691 	-1.25095342 	-1.43560638 	-1.41409422 	-1.72269520 	-1.33257492 	-1.72666390 	-1.16805085 	-1.72945405 	-1.06538711 	-1.72277883 	-1.03150778 	-1.71967602 	-0.97409903 	-2.02989887 	-0.80438724 	-2.05701219 	-1.55531328 	-1.55451355 	-1.55378710 	-1.53809583 	-1.49786899 	-1.44956413 	-1.39965904 	-1.36184014 	-1.34130438 	-1.33250737 	-2.19398975 	
-0.82023360 	-1.66609890 	-1.69730557 	-1.66276673 	-1.69726462 	-1.64269272 	-1.69752262 	-1.58975748 	-1.68481503 	-1.52310796 	-1.66969740 	-1.45978150 	-1.62679168 	-1.41082596 	-1.59108993 	-1.38423305 	-1.56914308 	-1.37350937 	-1.56128269 	-1.53025078 	-1.84692226 	-1.44913657 	-1.85067694 	-1.28780995 	-1.85545030 	-1.18865893 	-1.85442046 	-1.15361281 	-1.85399677 	-1.09277623 	-2.16393296 	-0.92010598 	-2.19673162 	-1.67332411 	-1.67284157 	-1.67111909 	-1.65587751 	-1.61593315 	-1.56861138 	-1.51985876 	-1.48377871 	-1.46431183 	-1.45535091 	-2.34552314 	
-0.90041246 	-1.70708131 	-1.73661819 	-1.70367870 	-1.73666037 	-1.68454171 	-1.73690538 	-1.63538897 	-1.72467085 	-1.57300959 	-1.70196738 	-1.51325191 	-1.67071858 	-1.46825392 	-1.63807061 	-1.44299872 	-1.61792153 	-1.43271628 	-1.61039595 	-1.57909499 	-1.87847579 	-1.50485329 	-1.88196915 	-1.35260147 	-1.88702573 	-1.25889075 	-1.88879704 	-1.22566265 	-1.88858818 	-1.16652187 	-2.17939075 	-1.00022061 	-2.21198540 	-1.71395706 	-1.71339041 	-1.71208742 	-1.69763637 	-1.65996308 	-1.61542241 	-1.57012813 	-1.53687631 	-1.51858330 	-1.51041746 	-2.35597540 	
-0.95978416 	-1.71190068 	-1.73855618 	-1.70876429 	-1.73883488 	-1.69113157 	-1.73916628 	-1.64565415 	-1.72770453 	-1.58876727 	-1.70699272 	-1.53324906 	-1.67788513 	-1.49194959 	-1.64883339 	-1.46841394 	-1.62990524 	-1.45892937 	-1.62264071 	-1.59436881 	-1.86908541 	-1.52617582 	-1.87234734 	-1.38608014 	-1.87737475 	-1.29885226 	-1.87939619 	-1.26741843 	-1.87983940 	-1.21268190 	-2.14623734 	-1.05540829 	-2.17716156 	-1.71802967 	-1.71775290 	-1.71610997 	-1.70298081 	-1.66835508 	-1.62725601 	-1.58536105 	-1.55517490 	-1.53781753 	-1.53043498 	-2.31104634 	
-1.00426517 	-1.69791376 	-1.72185367 	-1.69520647 	-1.72201901 	-1.67896854 	-1.72199690 	-1.63735910 	-1.71203159 	-1.58540925 	-1.69322065 	-1.53490943 	-1.66655789 	-1.49687726 	-1.63985950 	-1.47513400 	-1.62259835 	-1.46641565 	-1.61617785 	-1.59089259 	-1.84007840 	-1.52931258 	-1.84298944 	-1.40063681 	-1.84783236 	-1.32054161 	-1.84968033 	-1.29108866 	-1.85076893 	-1.24121009 	-2.09254207 	-1.09433098 	-2.12102633 	-1.70354053 	-1.70320251 	-1.70169772 	-1.68951800 	-1.65803156 	-1.62066485 	-1.58238432 	-1.55485953 	-1.53856915 	-1.53166257 	-2.24377114 	
-1.03707229 	-1.67322014 	-1.69473093 	-1.67108305 	-1.69513617 	-1.65597477 	-1.69494287 	-1.61827627 	-1.68585104 	-1.57095249 	-1.66853734 	-1.52497657 	-1.64440662 	-1.49006920 	-1.62001160 	-1.47040373 	-1.60446437 	-1.46212047 	-1.59849583 	-1.57619763 	-1.80103919 	-1.52043834 	-1.80394983 	-1.40332069 	-1.80826157 	-1.32979394 	-1.81004445 	-1.30272809 	-1.81099245 	-1.25715029 	-2.02969753 	-1.12155936 	-2.05546912 	-1.67817889 	-1.67787823 	-1.67656758 	-1.66549537 	-1.63684725 	-1.60275704 	-1.56775069 	-1.54276936 	-1.52799949 	-1.52154356 	-2.16771040 	
-1.06142665 	-1.64164209 	-1.66106755 	-1.63955570 	-1.66135844 	-1.62614953 	-1.66119891 	-1.59210493 	-1.65298507 	-1.54921615 	-1.63741358 	-1.50742869 	-1.61508112 	-1.47568318 	-1.59329826 	-1.45764152 	-1.57890806 	-1.45034350 	-1.57356872 	-1.55401521 	-1.75648706 	-1.50366736 	-1.75881926 	-1.39729816 	-1.76285331 	-1.33025252 	-1.76478465 	-1.30534773 	-1.76547780 	-1.26425078 	-1.96270201 	-1.13962680 	-1.98628613 	-1.64621739 	-1.64594464 	-1.64471743 	-1.63468000 	-1.60860239 	-1.57771160 	-1.54615586 	-1.52322290 	-1.50989478 	-1.50402243 	-2.08786647 	
-1.07806776 	-1.60606715 	-1.62317562 	-1.60390880 	-1.62351569 	-1.59173381 	-1.62314117 	-1.56097098 	-1.61584118 	-1.52227066 	-1.60177578 	-1.48468543 	-1.58182153 	-1.45567249 	-1.56164541 	-1.43935153 	-1.54874366 	-1.43274860 	-1.54400114 	-1.52680589 	-1.70859984 	-1.48138219 	-1.71063601 	-1.38492963 	-1.71442996 	-1.32406004 	-1.71623062 	-1.30133292 	-1.71686491 	-1.26417539 	-1.89422927 	-1.15014231 	-1.91565369 	-1.60986796 	-1.60967010 	-1.60864153 	-1.59957590 	-1.57584520 	-1.54802483 	-1.51929625 	-1.49854795 	-1.48647667 	-1.48132038 	-2.00775877 	
