1.85015737 	1.87988239 	1.91464676 	1.87998414 	1.91521572 	1.88366026 	1.92082691 	1.90293704 	1.93431312 	1.94126473 	1.97375099 	1.97646571 	2.03947550 	1.99778500 	2.09671306 	2.01374941 	2.12994090 	2.01889886 	2.14248301 	1.86435855 	2.09922356 	1.86464484 	2.11181136 	1.88542553 	2.18033300 	1.90697748 	2.28954437 	1.91324926 	2.33211456 	1.87015158 	2.62549461 	1.86753028 	2.70286949 	1.88742183 	1.88655737 	1.88857808 	1.89724011 	1.93055443 	1.98034544 	2.02321130 	2.05057448 	2.07022734 	2.07485755 	2.94750723 	
1.76537420 	1.80152777 	1.83237023 	1.80089849 	1.83222249 	1.80300409 	1.83667002 	1.81433508 	1.84665790 	1.83709092 	1.87468828 	1.85862276 	1.91825035 	1.87746377 	1.96115761 	1.89057127 	1.98929716 	1.89355287 	1.99966040 	1.78441919 	1.99500067 	1.78342005 	2.00315744 	1.78684099 	2.05244053 	1.80508000 	2.13828378 	1.80863656 	2.17524187 	1.76268765 	2.41524297 	1.77128169 	2.49231271 	1.80792683 	1.80755698 	1.80898467 	1.81549965 	1.83826246 	1.86846923 	1.89656063 	1.92032507 	1.93594950 	1.93940784 	2.72110447 	
1.66226188 	1.74892706 	1.77615896 	1.74745512 	1.77676810 	1.74868821 	1.78030743 	1.75380315 	1.78694950 	1.76607727 	1.80717690 	1.79792305 	1.83821285 	1.79111736 	1.87027733 	1.80003491 	1.89206953 	1.80162294 	1.89923734 	1.72718954 	1.92433062 	1.72028917 	1.93133341 	1.70970068 	1.96983920 	1.71872675 	2.03872627 	1.71794344 	2.07006186 	1.67215954 	2.28922719 	1.67030962 	2.35769542 	1.75370089 	1.75357669 	1.75579356 	1.75965705 	1.77497145 	1.79373193 	1.81335086 	1.82970715 	1.84104279 	1.84356419 	2.55784399 	
1.62374124 	1.76846318 	1.79199336 	1.76717148 	1.79269162 	1.76651171 	1.79503795 	1.76573503 	1.79930322 	1.76816033 	1.81138008 	1.77034355 	1.82994646 	1.77569214 	1.85072115 	1.77985830 	1.86418230 	1.77980049 	1.86864410 	1.74097902 	1.91734922 	1.72917827 	1.92274713 	1.70499206 	1.95112051 	1.70213760 	2.00248668 	1.69812201 	2.02414292 	1.65714919 	2.21956677 	1.63885837 	2.27286353 	1.77299527 	1.77291126 	1.77480131 	1.77595531 	1.78345619 	1.79232646 	1.80108673 	1.81051977 	1.81691915 	1.81760973 	2.43535343 	
1.63284218 	1.82301503 	1.84365863 	1.82205995 	1.84425404 	1.81954555 	1.84615358 	1.81445274 	1.84777874 	1.81020955 	1.85504589 	1.80553678 	1.86518422 	1.80497266 	1.87707763 	1.80521436 	1.88552680 	1.80402608 	1.88753205 	1.79102313 	1.95249172 	1.77534206 	1.95658724 	1.74168989 	1.97805666 	1.73033997 	2.01631583 	1.72274753 	2.04037986 	1.68686892 	2.20855288 	1.65518671 	2.25130498 	1.82732022 	1.82701897 	1.82846687 	1.82773929 	1.82990500 	1.83747464 	1.83380226 	1.83804730 	1.84018939 	1.83987546 	2.38610849 	
1.67058540 	1.89381858 	1.91244777 	1.89255626 	1.91267678 	1.88902272 	1.91449538 	1.88077607 	1.91467824 	1.87370283 	1.91808832 	1.86760434 	1.92286411 	1.85841293 	1.92881782 	1.85598004 	1.93312103 	1.85365107 	1.93640220 	1.85803265 	2.01002381 	1.83946844 	2.01338873 	1.79951693 	2.03019563 	1.78173389 	2.06021078 	1.77264583 	2.07170820 	1.73950630 	2.23567965 	1.69891567 	2.27106226 	1.89766971 	1.89743943 	1.89837272 	1.89667895 	1.89489193 	1.89219788 	1.88945289 	1.88963790 	1.88912143 	1.88789163 	2.38763016 	
1.72316128 	1.97054703 	1.98802476 	1.96934886 	1.98818510 	1.96491983 	1.98944065 	1.95445654 	1.98854109 	1.94213224 	1.98943236 	1.93445893 	1.99048688 	1.92317952 	1.99256240 	1.91834350 	1.99409051 	1.91593349 	1.99437968 	1.93193033 	2.07762129 	1.91106528 	2.08064656 	1.86701598 	2.09659629 	1.84478419 	2.11856450 	1.83441768 	2.13197795 	1.80336850 	2.28180646 	1.75509579 	2.31322547 	1.97440013 	1.97388371 	1.97453440 	1.97223460 	1.96779554 	1.96184232 	1.95576142 	1.95323630 	1.95087706 	1.94914178 	2.41737120 	
1.78466922 	2.04831807 	2.06460320 	2.04726389 	2.06514496 	2.04230360 	2.06604283 	2.02985383 	2.06435403 	2.01578302 	2.06340382 	2.00131144 	2.06203230 	1.99215597 	2.06121076 	1.98634699 	2.06096489 	1.98400905 	2.06057678 	2.00796557 	2.14851175 	1.98549884 	2.15138682 	1.93848064 	2.16299519 	1.91322879 	2.18284823 	1.90181967 	2.18993814 	1.87226863 	2.33761309 	1.81951033 	2.36590542 	2.05168604 	2.05153987 	2.05176648 	2.04890801 	2.04280049 	2.03460863 	2.02624848 	2.02179015 	2.01880597 	2.01615491 	2.46129324 	
1.85054650 	2.12438001 	2.13998149 	2.12338327 	2.14056460 	2.11805308 	2.14116161 	2.10456023 	2.13901967 	2.08876261 	2.13670555 	2.07303729 	2.13346771 	2.06244156 	2.13098957 	2.05595884 	2.12923377 	2.05310264 	2.12843539 	2.08297383 	2.21889660 	2.05956960 	2.22173813 	2.01039515 	2.23161137 	1.98312184 	2.24848459 	1.97124112 	2.25530774 	1.94293984 	2.39603840 	1.88699014 	2.42208672 	2.12772858 	2.12758418 	2.12783666 	2.12455077 	2.11701270 	2.10737911 	2.09743398 	2.09134642 	2.08746104 	2.08502298 	2.51088829 	
1.91795814 	2.19747070 	2.21226282 	2.19634284 	2.21280593 	2.19087517 	2.21317410 	2.17687312 	2.21075017 	2.15986350 	2.20766354 	2.14313449 	2.20292263 	2.13152182 	2.19903394 	2.12458159 	2.19636796 	2.12151413 	2.19550524 	2.15550388 	2.28695436 	2.13156619 	2.28960969 	2.08152699 	2.29818995 	2.05269307 	2.31276493 	2.04106538 	2.31817430 	2.01327761 	2.45399951 	1.95560115 	2.48428461 	2.20062249 	2.20048044 	2.20067173 	2.19695718 	2.18869156 	2.17786000 	2.16688236 	2.15984496 	2.15566791 	2.15301669 	2.56120239 	
1.98516335 	2.26648868 	2.28047759 	2.26532025 	2.28103187 	2.25970921 	2.28102472 	2.24537425 	2.27875226 	2.22763552 	2.27492215 	2.21043994 	2.26929147 	2.19824288 	2.26416105 	2.19072172 	2.26108657 	2.18781236 	2.25986482 	2.22440746 	2.35128885 	2.20006819 	2.35359848 	2.14981222 	2.36133503 	2.12021831 	2.37418270 	2.10829364 	2.37851938 	2.08191594 	2.50934718 	2.02301253 	2.53170851 	2.26925160 	2.26935488 	2.26937743 	2.26557688 	2.25660249 	2.24515048 	2.23350852 	2.22580802 	2.22120432 	2.21869909 	2.61035131 	
2.05097415 	2.33092359 	2.34410794 	2.32959544 	2.34457564 	2.32386387 	2.34480110 	2.30972025 	2.34218836 	2.29175887 	2.33798529 	2.27424591 	2.33172689 	2.26197184 	2.32613115 	2.25406790 	2.32248700 	2.25122455 	2.32096707 	2.28930234 	2.41126385 	2.26519772 	2.41353205 	2.21511726 	2.42058622 	2.18531828 	2.43175805 	2.17352899 	2.43558353 	2.14799442 	2.56100586 	2.08903162 	2.58207821 	2.33371137 	2.33370179 	2.33354240 	2.32975642 	2.32023295 	2.30868227 	2.29642237 	2.28851955 	2.28364263 	2.28113780 	2.65630984 	
2.11514540 	2.39032057 	2.40297326 	2.38931757 	2.40338670 	2.38347160 	2.40362376 	2.36932720 	2.40091527 	2.35150427 	2.39641768 	2.33398905 	2.38975403 	2.32152232 	2.38388154 	2.31382915 	2.37984951 	2.31101253 	2.37825389 	2.34947373 	2.46663867 	2.32585953 	2.46881350 	2.27665975 	2.47530065 	2.24689596 	2.48493936 	2.23523070 	2.48850728 	2.21081111 	2.60850566 	2.15238895 	2.62881193 	2.39314130 	2.39307335 	2.39295715 	2.38909216 	2.37929920 	2.36753768 	2.35548971 	2.34721371 	2.34221193 	2.33974005 	2.69874763 	
2.17605811 	2.44534774 	2.45738374 	2.44430761 	2.45768085 	2.43873378 	2.45792465 	2.42473472 	2.45494854 	2.40718577 	2.45059570 	2.38971279 	2.44374544 	2.37752533 	2.43762628 	2.36986611 	2.43328610 	2.36688807 	2.43176085 	2.40552912 	2.51773446 	2.38253717 	2.51969217 	2.33444273 	2.52561145 	2.30495813 	2.53411523 	2.29373248 	2.53751732 	2.27027841 	2.65204689 	2.21295747 	2.67061424 	2.44803211 	2.44808044 	2.44806640 	2.44382710 	2.43423709 	2.42250660 	2.41047684 	2.40220726 	2.39719732 	2.39468267 	2.73760120 	
2.23429739 	2.49603381 	2.50729413 	2.49492167 	2.50755722 	2.48948573 	2.50780506 	2.47581060 	2.50477767 	2.45857996 	2.50040453 	2.44158702 	2.49349062 	2.42931150 	2.48724548 	2.42184722 	2.48289797 	2.41894216 	2.48118784 	2.45729272 	2.56452926 	2.43511008 	2.56629222 	2.38837684 	2.57172374 	2.35953602 	2.57899429 	2.34847683 	2.58239105 	2.32611896 	2.69168643 	2.27032986 	2.70918606 	2.49854657 	2.49854343 	2.49819916 	2.49435289 	2.48481622 	2.47327500 	2.46143515 	2.45324091 	2.44822432 	2.44571633 	2.77260484 	
2.28899682 	2.54248758 	2.55300508 	2.54131953 	2.55326515 	2.53610264 	2.55355071 	2.52274353 	2.55071102 	2.50600525 	2.54620059 	2.48949499 	2.53928548 	2.47755086 	2.53305596 	2.47026246 	2.52864763 	2.46731956 	2.52701148 	2.50503325 	2.60720241 	2.48357432 	2.60880135 	2.43847867 	2.61383440 	2.41031460 	2.62078670 	2.39968586 	2.62347886 	2.37837347 	2.72752565 	2.32404244 	2.74408095 	2.54487863 	2.54483228 	2.54462240 	2.54074526 	2.53134099 	2.52005586 	2.50841329 	2.50022879 	2.49540314 	2.49303883 	2.80417703 	
2.34066975 	2.58487173 	2.59491281 	2.58379208 	2.59505832 	2.57879405 	2.59529775 	2.56583909 	2.59260418 	2.54963086 	2.58806561 	2.53365662 	2.58132170 	2.52215234 	2.57519456 	2.51501965 	2.57068763 	2.51204855 	2.56906973 	2.54888624 	2.64612029 	2.52822850 	2.64757560 	2.48471193 	2.65215059 	2.45757533 	2.65853629 	2.44731330 	2.66099138 	2.42696044 	2.75986853 	2.37451707 	2.77536482 	2.58713346 	2.58707099 	2.58699856 	2.58317238 	2.57396314 	2.56306357 	2.55157917 	2.54376568 	2.53899706 	2.53672147 	2.83220045 	
