0.00000000 	0.00000000 
3.07181016 	0.00000000 
3.14159265 	0.40849651 
2.98774470 	0.04509209 
3.10037764 	0.41073815 
2.77463858 	0.16607934 
2.97983538 	0.43916154 
2.47762421 	0.32987564 
2.78940336 	0.49637549 
2.18980941 	0.51281664 
2.55294261 	0.62796245 
1.92639020 	0.70112354 
2.27704564 	0.82874711 
1.68753752 	0.88895654 
2.00079800 	1.05397506 
1.47042642 	1.07701476 
1.74649720 	1.27922298 
1.26876034 	1.26876034 
1.50789985 	1.50789985 
2.35106171 	0.00000000 
3.14159265 	1.04977143 
2.12361643 	0.12711162 
3.01778900 	1.07324142 
1.67600756 	0.39249287 
2.69105942 	1.21774338 
1.29158530 	0.68037788 
2.28906195 	1.52320359 
0.97106713 	0.97106713 
1.89121831 	1.89121831 
1.27238543 	0.00000000 
3.14159265 	2.00950716 
0.52553774 	0.52553774 
2.46489494 	2.46489494 
3.14159265 	0.18331070 
3.10631117 	0.18484461 
3.00240308 	0.20515075 
2.79362579 	0.29504452 
2.50565787 	0.46566291 
2.23996312 	0.64545474 
1.99582632 	0.82669833 
1.77236030 	1.00721289 
1.56655783 	1.18847167 
1.37329630 	1.37329630 
3.14159265 	3.14159265 
