-98.1540024879	-89.3266139026	-88.1337031235	-87.7611546213	-87.6427043250	-87.6113145593	-87.6122706694	-87.6255420027	-87.6431804513	-87.6618925034	-87.6802824916	-87.6978119683	-87.7143014863	-87.6620580124	-87.6264625730	-87.6026640388	-87.5872622806	-87.5778366972	-87.5726451618	-87.5703988160	-87.5701651678	-87.5712002452	-87.5729242303	-87.5748104027	-87.5764305887	-87.5773794110	-87.5772194620	-87.5755129773	-87.5717660351	-87.5654365216	-87.5558754035	-87.5423640438	-87.5239559648	-87.4996545991	-87.4681810140	-87.4280085269	-87.3773218049	-87.3139255418	-87.2351590625	-87.1377823401	-87.0179109305	-86.8708313197	-86.6908341930	-86.4710316532	-86.2030746373	-85.8769710148	-85.4807433406	-85.0001657921	-84.4184921656	-83.7162802207	-82.8713853946	-81.8592995426	-80.6545151573	-79.2291479607	-77.5601770896	-75.6290960749	-73.4261378098	-70.9502013974	-68.1973474947	-65.1150438483	-61.4632431887	-56.4326084576	-47.9756652941	-41.5216671281	-43.2124564145	-50.4085024860	-59.3832746931	-64.5435272831	-68.1686473631	-71.1607989928	-73.7951740821	-76.1386037166	-78.2022245365	-79.9918477379	-81.5209152793	-82.8112728572	-84.3952496557	-85.1602295196	-85.7853597503	-86.2936722956	-86.7047968258	-87.0354742373	-87.2998517006	-87.5097872197	-87.6751324908	-87.8040262165	-87.9031964873	-87.9781316748	-88.0333409317	-88.0724989358	-88.0986094052	-88.1141364140	-88.1210916757	-88.1211017167	-88.1154839290	-88.1053508292	-88.0915856968	-88.0748851260	-88.0558914986	-88.0350639310	-88.0128300244	-87.9895202805	-87.9654422605	-87.9408617678	-87.9160480078	-87.8912635080	-87.8667963306	-87.8430275828	-87.8204104948	-87.7995544558	-87.7812692208	-87.7666968820	-87.7574340166	-87.7557250727	-87.7647545144	-87.7890817021	-87.7410132432	-87.6798864999	-87.6111428449	-87.5324296694	-87.4403675863	-87.3298294811	-87.1927329972	-87.0157196312	-86.7755389069	-86.4295660682	-85.8979084209	-84.4367340726	
-89.3266150850	-101.0193138981	-91.2669061659	-89.8906302161	-89.4171710079	-89.2406718049	-89.1737860985	-89.1517922780	-89.1495104383	-89.1562191298	-89.1670010176	-89.1795544448	-89.1926754011	-89.1369480893	-89.0988765351	-89.0732957561	-89.0566090197	-89.0462510511	-89.0403747003	-89.0376338685	-89.0370352707	-89.0378102653	-89.0393343242	-89.0410709902	-89.0425681855	-89.0434060890	-89.0431358820	-89.0413117841	-89.0374141685	-89.0309070571	-89.0211135628	-89.0073018670	-88.9885251618	-88.9637390280	-88.9316684450	-88.8907417657	-88.8391196277	-88.7745657557	-88.6943753826	-88.5952464477	-88.4732306081	-88.3235305570	-88.1403358604	-87.9166387691	-87.6439503113	-87.3120975945	-86.9089003163	-86.4198863527	-85.8280141355	-85.1135067605	-84.2538414818	-83.2240809777	-81.9982749790	-80.5480547183	-78.8499866757	-76.8852202708	-74.6437568324	-72.1243333450	-69.3226389479	-66.1845613750	-62.4645011786	-57.3367050677	-48.7177234675	-42.1061899198	-44.0356122010	-51.2479830706	-60.3809755308	-65.6306005994	-69.3170535384	-72.3591620613	-75.0373255962	-77.4196692485	-79.5175437046	-81.3368444596	-82.8912189595	-84.2028552422	-85.8044791107	-86.5839907300	-87.2209640027	-87.7388495096	-88.1576506591	-88.4944331055	-88.7636204161	-88.9773031310	-89.1455261292	-89.2765875894	-89.3773471637	-89.4534002088	-89.5093432648	-89.5489218826	-89.5751973403	-89.5906806047	-89.5974209032	-89.5970749252	-89.5909838737	-89.5802799370	-89.5658616174	-89.5484367790	-89.5286580323	-89.5069910046	-89.4838689465	-89.4596259695	-89.4345734722	-89.4089788598	-89.3831144931	-89.3572444922	-89.3316603829	-89.3067475821	-89.2829658167	-89.2609333530	-89.2414729339	-89.2257458586	-89.2153751687	-89.2126433806	-89.2207869311	-89.2444372898	-89.1944104212	-89.1310293101	-89.0597950119	-88.9782649103	-88.8829330161	-88.7685229078	-88.6268471660	-88.4446834727	-88.1994909815	-87.8504086169	-87.3122189156	-85.8997681407	
-88.1337019150	-91.2669172020	-102.0188875956	-92.0754241588	-90.5941410468	-90.0600073436	-89.8461947799	-89.7550323706	-89.7164791317	-89.7024711040	-89.7005973630	-89.7049980668	-89.7126644008	-89.6527783667	-89.6117498216	-89.5840151108	-89.5657211419	-89.5541503414	-89.5473417646	-89.5438588031	-89.5426640528	-89.5429437444	-89.5440496327	-89.5454158948	-89.5465819660	-89.5471066259	-89.5465308985	-89.5444014672	-89.5401966810	-89.5333586605	-89.5232173644	-89.5090255885	-89.4898229754	-89.4645678988	-89.4319614393	-89.3904310740	-89.3381145003	-89.2727669850	-89.1916581574	-89.0914668656	-88.9682152240	-88.8170750530	-88.6321984310	-88.4065318336	-88.1315281443	-87.7969525515	-87.3905501541	-86.8977516636	-86.3014233505	-85.5816606072	-84.7158070213	-83.6787819096	-82.4444778546	-80.9843733177	-79.2748945999	-77.2970796451	-75.0408543776	-72.5049027320	-69.6847946968	-66.5259389093	-62.7811578074	-57.6203189343	-48.9491578108	-42.3132171591	-44.3003495559	-51.7795621992	-60.7585976940	-66.0341870013	-69.7393881223	-72.7971573632	-75.4891192607	-77.8836620139	-79.9921576245	-81.8205233634	-83.3824845629	-84.7003574496	-86.3070062573	-87.0905282436	-87.7306407771	-88.2509391929	-88.6715543259	-89.0096609839	-89.2797745160	-89.4940614663	-89.6626290705	-89.7938259764	-89.8945530590	-89.9704381664	-90.0261041236	-90.0653169729	-90.0911541142	-90.1061392143	-90.1123310778	-90.1113936004	-90.1046729108	-90.0933052178	-90.0781909491	-90.0600391777	-90.0395029288	-90.0170472559	-89.9931047078	-89.9680079886	-89.9420663767	-89.9155461940	-89.8887177408	-89.8618437691	-89.8352146382	-89.8092159001	-89.7843078319	-89.7611111423	-89.7404520439	-89.7234985644	-89.7118825147	-89.7078972648	-89.7147941035	-89.7372220310	-89.6854227947	-89.6200660280	-89.5466333154	-89.4625958243	-89.3643596121	-89.2466421885	-89.1015584301	-88.9168882545	-88.6723828994	-88.3227430464	-87.8510381443	-86.4320559026	
-87.7611610421	-89.8906320634	-92.0754161584	-102.6378636914	-92.5869369066	-91.0441462466	-90.4721955672	-90.2337586281	-90.1257741264	-90.0752958198	-90.0525459691	-90.0441533756	-90.0435504022	-89.9779036553	-89.9328494780	-89.9022328664	-89.8818256489	-89.8686609100	-89.8606328333	-89.8561924810	-89.8542299517	-89.8538740264	-89.8544376556	-89.8553337040	-89.8560744756	-89.8562044469	-89.8552574634	-89.8527592414	-89.8481792808	-89.8409681753	-89.8304265071	-89.8158127310	-89.7961548923	-89.7704075289	-89.7372615296	-89.6951284883	-89.6421513830	-89.5760589096	-89.4941072136	-89.3929695328	-89.2686406240	-89.1162736695	-88.9299894738	-88.7027075008	-88.4258452005	-88.0891239572	-87.6802358860	-87.1845572816	-86.5848881759	-85.8612460351	-84.9908942928	-83.9486621887	-82.7083474952	-81.2413407542	-79.5239894325	-77.5372728570	-75.2710768715	-72.7240754066	-69.8917949565	-66.7194589317	-62.9592554249	-57.7787124761	-49.0848640640	-42.4374336075	-44.4759002363	-51.9946566801	-61.2974576567	-66.3042090899	-70.0176269375	-73.0834843062	-75.7829286301	-78.1841389160	-80.2983880898	-82.1315755907	-83.6974700979	-85.0184699106	-86.6275245486	-87.4128647654	-88.0542940007	-88.5754971538	-88.9966827868	-89.3350913528	-89.6052925231	-89.8194970364	-89.9878479095	-90.1187220515	-90.2190429059	-90.2944557278	-90.3495967732	-90.3882423200	-90.4134773596	-90.4278307975	-90.4333653897	-90.4317471256	-90.4243232976	-90.4122303051	-90.3963679841	-90.3774440517	-90.3561101378	-90.3328289661	-90.3080307990	-90.2820456980	-90.2551802832	-90.2276983475	-90.1998674043	-90.1719487278	-90.1442306514	-90.1170980100	-90.0910110726	-90.0665916915	-90.0446685134	-90.0264125451	-90.0134595885	-90.0081070085	-90.0136081964	-90.0346096848	-89.9809493759	-89.9134989095	-89.8376897113	-89.7509148766	-89.6495905187	-89.5287632141	-89.3815972012	-89.1982505319	-88.9541664108	-88.6727555371	-88.2004933300	-86.7784024940	
-87.6427049993	-89.4171749648	-90.5941371704	-92.5869345167	-103.0445584245	-92.9303109905	-91.3492784536	-90.7524631714	-90.4970569759	-90.3770288414	-90.3177221259	-90.2883756871	-90.2749197804	-90.2008368886	-90.1500898310	-90.1154974285	-90.0922328617	-90.0769681124	-90.0673499383	-90.0616822134	-90.0587464840	-90.0576015243	-90.0575044018	-90.0578400774	-90.0580792710	-90.0577576076	-90.0563828466	-90.0534780409	-90.0485001118	-90.0408819217	-90.0299213665	-90.0148758880	-89.9947630053	-89.9685254245	-89.9348510059	-89.8921461330	-89.8385404343	-89.7717565227	-89.6890374394	-89.5870452668	-89.4617555362	-89.3083108258	-89.1208161010	-88.8921596153	-88.6137341390	-88.2752323804	-87.8643141713	-87.3663149959	-86.7639868244	-86.0372989306	-85.1634583323	-84.1172370151	-82.8723746210	-81.4002067022	-79.6770377772	-77.6838130047	-75.4104127595	-72.8555154878	-70.0146656697	-66.8330774659	-63.0626020541	-57.8720966362	-49.1656183363	-42.5137239037	-44.6002082656	-52.1462854026	-61.4797193056	-66.8157985603	-70.2161279405	-73.2847656935	-75.9878726552	-78.3926073116	-80.5099175974	-82.3456120549	-83.9134641092	-85.2359203353	-86.8459822894	-87.6319766898	-88.2737603924	-88.7950767011	-89.2161842844	-89.5543649505	-89.8242219923	-90.0379931811	-90.2058424161	-90.3361628908	-90.4358904603	-90.5106795693	-90.5651729769	-90.6031515567	-90.6277030147	-90.6413580318	-90.6461796899	-90.6438336744	-90.6356661633	-90.6228117563	-90.6061684485	-90.5864411079	-90.5642787407	-90.5401409912	-90.5144550517	-90.4875476556	-90.4597225082	-90.4312400610	-90.4023658554	-90.3733581814	-90.3445040641	-90.3161872127	-90.2888678500	-90.2631684584	-90.2399182563	-90.2202891064	-90.2059155981	-90.1990911661	-90.2030577732	-90.2224403331	-90.1667556210	-90.0969884254	-90.0185161357	-89.9287473244	-89.8244392279	-89.7017055033	-89.5561209558	-89.3735717165	-89.1984888804	-88.9174993115	-88.4459244897	-87.0188227694	
-87.6113061050	-89.2406692764	-90.0600007539	-91.0441335552	-92.9303048779	-103.3276613909	-93.1735722204	-91.5674018524	-90.9534697920	-90.6859404421	-90.5570259946	-90.4910718511	-90.4566294455	-90.3695949343	-90.3104577980	-90.2701992351	-90.2429742547	-90.2248563645	-90.2131348497	-90.2058740989	-90.2017011713	-90.1995729854	-90.1986751514	-90.1983345714	-90.1979896297	-90.1971506580	-90.1953010051	-90.1919514539	-90.1865405256	-90.1784935607	-90.1671040769	-90.1516199295	-90.1310459418	-90.1043252190	-90.0701322026	-90.0268756075	-89.9726655595	-89.9052256064	-89.8217870915	-89.7189986848	-89.5928333425	-89.4384122999	-89.2498200974	-89.0199413170	-88.7401410040	-88.4000904139	-87.9874213070	-87.4874399839	-86.8828648755	-86.1536352548	-85.2769146341	-84.2274338188	-82.9788919707	-81.5025987078	-79.7748280518	-77.7765119408	-75.4975359652	-72.9366077304	-70.0893342877	-66.9009319909	-63.1242400394	-57.9272997307	-49.2139409421	-42.5614903104	-44.6942889304	-52.2617939587	-61.6172270912	-66.9654899133	-70.7002591900	-73.4375128694	-76.1412219912	-78.5473987397	-80.6661255136	-82.5029602293	-84.0716218878	-85.3945724359	-87.0048404745	-87.7908249854	-88.4324158072	-88.9533962294	-89.3740584058	-89.7117115684	-89.9809805828	-90.1941198262	-90.3613058935	-90.4909411474	-90.5899679417	-90.6640449514	-90.7178178355	-90.7550684804	-90.7788846940	-90.7917967019	-90.7958660193	-90.7927563020	-90.7838111918	-90.7701629337	-90.7527059877	-90.7321421472	-90.7091170818	-90.6840865499	-90.6574745751	-90.6296041920	-90.6007759355	-90.5712472219	-90.5412805663	-90.5111328260	-90.4810890237	-90.4515324642	-90.4229223923	-90.3958814138	-90.3712375934	-90.3501595895	-90.3342752066	-90.3258623190	-90.3281348064	-90.3456726078	-90.2877123876	-90.2153142984	-90.1338892230	-90.0411911654	-89.9350534957	-89.8140175185	-89.6693908682	-89.5562806527	-89.3819953080	-89.1023293767	-88.6282483539	-87.1959972318	
-87.6122719666	-89.1737831121	-89.8461882707	-90.4721884431	-91.3492745605	-93.1735735937	-103.5342909051	-93.3535335240	-91.7300376503	-91.1038839192	-90.8274091539	-90.6918190835	-90.6207392295	-90.5126579302	-90.4405960059	-90.3919576997	-90.3590727035	-90.3369968682	-90.3224166520	-90.3130414215	-90.3072644255	-90.3038872317	-90.3019908539	-90.3008280983	-90.2997943313	-90.2983524114	-90.2959646573	-90.2921180797	-90.2862357298	-90.2777360370	-90.2658966226	-90.2499508495	-90.2289053937	-90.2016932028	-90.1669874076	-90.1231786800	-90.0683770910	-90.0002950181	-89.9161600366	-89.8126128214	-89.6856072752	-89.5302597861	-89.3406451966	-89.1096300340	-88.8285606355	-88.4870925405	-88.0728366582	-87.5710736759	-86.9645019700	-86.2330234589	-85.3537821025	-84.3014791715	-83.0497805000	-81.5699846164	-79.8383457114	-77.8357960207	-75.5522373457	-72.9864298160	-70.1340216327	-66.9408506239	-63.1595134404	-57.9583015168	-49.2416052502	-42.5911589335	-44.7699170104	-52.3556116025	-61.7286888159	-67.0852563491	-70.8256001136	-73.8995864938	-76.2640421453	-78.6697154383	-80.7886220293	-82.6256630027	-84.1943788728	-85.5171995524	-87.1271545460	-87.9126995170	-88.5537419219	-89.0740926279	-89.4940669740	-89.8309924658	-90.0995079999	-90.3118782095	-90.4782869297	-90.6071412795	-90.7053864638	-90.7786824354	-90.8316747796	-90.8681445854	-90.8911780063	-90.9033029207	-90.9065784282	-90.9026649742	-90.8929029472	-90.8784208425	-90.8601097005	-90.8386673567	-90.8147355232	-90.7887664257	-90.7611799218	-90.7322956550	-90.7024108898	-90.6717801791	-90.6406637029	-90.6093161855	-90.5780217498	-90.5471620689	-90.5171965382	-90.4887451131	-90.4626320386	-90.4400172131	-90.4225104802	-90.4123590993	-90.4127279878	-90.4281299912	-90.3675614476	-90.2922247159	-90.2078911495	-90.1133970842	-90.0090140097	-89.8890098793	-89.8141390221	-89.7019867166	-89.5292829031	-89.2475348433	-88.7700460631	-87.3332164536	
-87.6255419304	-89.1517908630	-89.7550283338	-90.2337566585	-90.7524637178	-91.5674075862	-93.3535387092	-103.6908906903	-93.4912855252	-91.8553647502	-91.2201895511	-90.9369971489	-90.7962533913	-90.6515036435	-90.5584038890	-90.4968511329	-90.4555875489	-90.4278414435	-90.4092897082	-90.3970510575	-90.3891504337	-90.3841531017	-90.3809945766	-90.3788160001	-90.3769445196	-90.3747894614	-90.3717817001	-90.3673687567	-90.3609707258	-90.3519727233	-90.3396490746	-90.3232193035	-90.3016851281	-90.2739658730	-90.2387319111	-90.1943638388	-90.1389684227	-90.0702496730	-89.9854231767	-89.8811238163	-89.7533029696	-89.5970544230	-89.4064509662	-89.1743425681	-88.8920631308	-88.5492514865	-88.1335008539	-87.6300731319	-87.0216444667	-86.2881003281	-85.4065561551	-84.3516960030	-83.0971596166	-81.6142442785	-79.8791942151	-77.8729495283	-75.5854450645	-73.0154766701	-70.1590764030	-66.9619709007	-63.1769943062	-57.9728977133	-49.2552628867	-42.6086585998	-44.8338145750	-52.4357806883	-61.8239536449	-67.1869793601	-70.9306337329	-74.0073865133	-76.7084845079	-78.7719883995	-80.8897488921	-82.7262064006	-84.2944047131	-85.6166433853	-87.2259168560	-88.0107160440	-88.6509551189	-89.1704634259	-89.5895719615	-89.9256204110	-90.1932564432	-90.4047506742	-90.5702904710	-90.6982846683	-90.7956787851	-90.8681318044	-90.9202876907	-90.9559249396	-90.9781269673	-90.9894183797	-90.9918544119	-90.9870919811	-90.9764673726	-90.9611049335	-90.9418915868	-90.9195208215	-90.8946304194	-90.8676684432	-90.8390510194	-90.8090942275	-90.7780921082	-90.7462966647	-90.7139659742	-90.6813531120	-90.6487410599	-90.6165102892	-90.5851174957	-90.5551781085	-90.5275064455	-90.5032438181	-90.4839675333	-90.4718731385	-90.4700556624	-90.4829629882	-90.4194665935	-90.3412255624	-90.2551082124	-90.1623980625	-90.0590830545	-90.0091071045	-89.9352681080	-89.8248135747	-89.6502034200	-89.3653456142	-88.8845497780	-87.4438489169	
-87.6431833010	-89.1495120236	-89.7164751287	-90.1257801552	-90.4970583290	-90.9534794366	-91.7300404324	-93.4912826560	-103.8131379289	-93.5995897986	-91.9544614200	-91.3124961164	-91.0241185559	-90.8096835840	-90.6799178577	-90.5973234945	-90.5431317071	-90.5070061607	-90.4827773911	-90.4665638877	-90.4557811438	-90.4486449723	-90.4438539475	-90.4403906908	-90.4374829441	-90.4344692676	-90.4307252806	-90.4256673931	-90.4186778886	-90.4091309535	-90.3962788573	-90.3793340510	-90.3572853198	-90.3290348881	-90.2932543977	-90.2483175204	-90.1923113618	-90.1229442087	-90.0374238834	-89.9323726390	-89.8037313565	-89.6465960591	-89.4550149133	-89.2218304574	-88.9383700304	-88.5942526779	-88.1770549669	-87.6720291194	-87.0618247813	-86.3263160892	-85.4425984009	-84.3853407096	-83.1281658249	-81.6423703430	-79.9041974360	-77.8946082293	-75.6035635542	-73.0301025279	-70.1701891369	-66.9696987946	-63.1817443595	-57.9757216455	-49.2588854593	-42.6175338092	-44.8900207802	-52.5070971190	-61.9087619543	-67.2771628432	-71.0230819513	-74.1010511788	-76.8033979104	-79.2017302370	-80.9772380650	-82.8121574648	-84.3792995463	-85.7005794131	-87.3088781161	-88.0926921335	-88.7319285008	-89.2504266291	-89.6685269860	-90.0035766221	-90.2702282777	-90.4807552484	-90.6453457673	-90.7724082784	-90.8688865501	-90.9404371440	-90.9917009291	-91.0264528775	-91.0477724699	-91.0581801052	-91.0597269350	-91.0540650825	-91.0425265566	-91.0262311841	-91.0060611745	-90.9827057085	-90.9567982698	-90.9287826599	-90.8990714946	-90.8679772534	-90.8357912774	-90.8027633197	-90.7691494691	-90.7352014676	-90.7012002893	-90.6675241934	-90.6346243925	-90.6031061686	-90.5737642011	-90.5477060039	-90.5264562815	-90.5121386088	-90.5077801626	-90.5178560674	-90.4514587708	-90.3714345304	-90.2871171798	-90.1954930385	-90.1624646024	-90.1135567335	-90.0414723594	-89.9291883019	-89.7515945107	-89.4636487276	-88.9799488670	-87.5359790329	
-87.6618919146	-89.1562189410	-89.7024622244	-90.0752927079	-90.3770246903	-90.6859424043	-91.1038866128	-91.8553603663	-93.5995879927	-103.9109064598	-93.6866130137	-92.0345080280	-91.3872932128	-91.0251999694	-90.8257406498	-90.7064770206	-90.6312438236	-90.5821763593	-90.5495562983	-90.5276478950	-90.5128735797	-90.5028439212	-90.4958912639	-90.4907776360	-90.4865697626	-90.4825010165	-90.4778744033	-90.4720553145	-90.4643919626	-90.4542285511	-90.4407951819	-90.4232891816	-90.4006822617	-90.3718745630	-90.3355213904	-90.2899850224	-90.2333579852	-90.1633270409	-90.0770974086	-89.9712832947	-89.8418190943	-89.6837845200	-89.4912239482	-89.2569709454	-88.9723343990	-88.6269224596	-88.2083030692	-87.7017057842	-87.0897701474	-86.3523538380	-85.4665358839	-84.4069732310	-83.1472770110	-81.6587494364	-79.9176433509	-77.9049316391	-75.6107394675	-73.0340618797	-70.1709535904	-66.9674394315	-63.1769603711	-57.9697137100	-49.2549970007	-42.6200332113	-44.9410887040	-52.5725759796	-61.9866973552	-67.3597652416	-71.1073289934	-74.1858010192	-76.8882535525	-79.2868548042	-81.3941558345	-82.8885690959	-84.4539377605	-85.7738702765	-87.3809291956	-88.1635528376	-88.8016184878	-89.3189646941	-89.7359353483	-90.0698807535	-90.3354553017	-90.5449325518	-90.7084995985	-90.8345625518	-90.9300621677	-91.0006512150	-91.0509663745	-91.0847782539	-91.1051614527	-91.1146317786	-91.1152351779	-91.1086191612	-91.0961104929	-91.0788242031	-91.0576378200	-91.0332357529	-91.0062472734	-90.9771121462	-90.9462392868	-90.9139384010	-90.8804979969	-90.8461656936	-90.8111962714	-90.7758392601	-90.7403729183	-90.7051698485	-90.6706703868	-90.6374597820	-90.6062985194	-90.5782402135	-90.5547362504	-90.5378409416	-90.5306070252	-90.5378679367	-90.4696900599	-90.3914740046	-90.3082504813	-90.2871711546	-90.2552287380	-90.2081048082	-90.1342244646	-90.0190112193	-89.8384235656	-89.5477406152	-89.0615336801	-87.6147476884	
