-4.94534	-4.28391	-3.95887	-3.77199	-3.65099	-3.56651	-3.50435	-3.45665	-3.41863	-3.38717	-3.36023	-3.33633	-3.31446	-3.29386	-3.27398	-3.2544	-3.23479	-3.21488	-3.19448	-3.17338	-3.15143	-3.12849	-3.1044	-3.07902	-3.05223	-3.0239	-2.99387	-2.96196	-2.92798	-2.89174	-2.85304	-2.81167	-2.7674	-2.72	-2.66917	-2.61457	-2.55592	-2.49292	-2.42526	-2.35265	-2.27484	-2.19166	-2.10302	-2.00905	-1.91011	-1.80699	-1.70103	-1.59436	-1.49029	-1.39376	-1.31209	-1.25615	-1.24219	-1.2946	-1.44889	-1.74778	-2.192	-2.51274	-3.21547	-0.373778	-1.30116	-2.13274	-2.8615	-3.41953	-3.841	-4.16268	-4.41014	-4.60048	-4.74573	-4.85493	-4.93515	-4.99214	-5.03056	-5.05424	-5.0663	-5.06926	-5.06516	-5.05565	-5.04203	-5.02533	-5.00638	-4.98581	-4.96412	-4.94171	-4.91888	-4.89582	-4.87265	-4.84951	-4.82646	-4.80354	-4.78075	-4.75806	-4.73543	-4.71269	-4.68971	-4.66645	-4.64272	-4.61832	-4.593	-4.56643	-4.53824	-4.50793	-4.4749	-4.4384	-4.39748	-4.35088	-4.29701	-4.23372	-4.15812	-4.06618	-3.95218	-3.80753	-3.61876	-3.36346	-3.00132	-2.45373	-1.55616	-4.09463e-08	
-4.28391	-2.54957	-2.2571	-2.08823	-1.97815	-1.90047	-1.84253	-1.79736	-1.76075	-1.72997	-1.70321	-1.67919	-1.65701	-1.636	-1.61567	-1.59563	-1.5756	-1.55532	-1.53461	-1.5133	-1.49124	-1.4683	-1.44434	-1.41924	-1.39288	-1.36516	-1.33595	-1.3051	-1.27245	-1.23786	-1.20118	-1.16224	-1.12089	-1.07699	-1.03032	-0.980649	-0.927836	-0.871733	-0.812214	-0.749203	-0.682693	-0.612787	-0.539742	-0.464034	-0.386455	-0.308225	-0.231156	-0.157886	-0.0921865	-0.0394406	-0.00734462	-0.00711009	-0.0553966	-0.177519	-0.411473	-0.806273	-1.3763	-1.90729	-2.56637	0.298979	-0.292542	-1.23151	-1.9445	-2.46759	-2.84388	-3.11584	-3.31254	-3.45331	-3.55159	-3.61723	-3.65768	-3.67875	-3.68501	-3.68006	-3.66672	-3.64722	-3.62329	-3.59627	-3.56719	-3.53683	-3.50581	-3.47455	-3.44338	-3.41256	-3.38224	-3.35251	-3.3234	-3.29496	-3.26717	-3.24002	-3.21346	-3.1874	-3.16177	-3.13636	-3.11102	-3.08569	-3.06016	-3.03422	-3.0076	-2.97999	-2.95098	-2.92009	-2.88673	-2.85015	-2.80939	-2.76322	-2.71005	-2.64774	-2.57341	-2.48304	-2.37092	-2.22849	-2.04237	-1.79029	-1.43233	-0.890449	-2.63862e-08	1.55616	
-3.95887	-2.2571	-1.32819	-1.1661	-1.05999	-0.984686	-0.928129	-0.883709	-0.847444	-0.816762	-0.789957	-0.765818	-0.743488	-0.722335	-0.701887	-0.68178	-0.661731	-0.641511	-0.620928	-0.599823	-0.578056	-0.555502	-0.532031	-0.507534	-0.4819	-0.455045	-0.42685	-0.397183	-0.365905	-0.332907	-0.298063	-0.261248	-0.22234	-0.181253	-0.137824	-0.0918767	-0.0433514	0.00781354	0.0616435	0.118097	0.177049	0.238243	0.301251	0.365403	0.429695	0.492679	0.552297	0.605666	0.648766	0.675976	0.67937	0.647488	0.563334	0.401045	0.121661	-0.325067	-0.964384	-1.51578	-2.1574	0.716522	0.187797	-0.478565	-1.34942	-1.88087	-2.24184	-2.49008	-2.66067	-2.77549	-2.84914	-2.89202	-2.91182	-2.91438	-2.90418	-2.88467	-2.85853	-2.82779	-2.794	-2.75835	-2.72171	-2.68473	-2.64789	-2.61152	-2.57587	-2.54109	-2.50729	-2.47448	-2.44266	-2.41181	-2.38191	-2.35288	-2.32465	-2.29713	-2.27021	-2.24368	-2.21736	-2.19117	-2.16492	-2.13838	-2.11127	-2.08327	-2.05399	-2.02294	-1.98952	-1.95297	-1.91235	-1.86643	-1.8136	-1.75173	-1.67792	-1.58815	-1.47668	-1.33494	-1.14954	-0.898203	-0.541047	-3.05976e-09	0.890449	2.45373	
-3.77199	-2.08823	-1.1661	-0.613908	-0.509699	-0.435504	-0.379564	-0.335455	-0.299312	-0.268643	-0.241792	-0.217584	-0.195189	-0.173988	-0.153522	-0.133436	-0.113451	-0.0933429	-0.0729257	-0.0520427	-0.0305578	-0.00835083	0.0147026	0.0387059	0.0637635	0.0899513	0.117378	0.146165	0.176435	0.208283	0.241818	0.27714	0.314348	0.353498	0.394721	0.438154	0.483812	0.531704	0.581795	0.633975	0.68804	0.743645	0.800259	0.857102	0.913046	0.966508	1.01529	1.05635	1.08552	1.09702	1.08275	1.03105	0.92472	0.737708	0.431302	-0.0470663	-0.69245	-1.25883	-1.89276	0.98062	0.474502	-0.13053	-0.836605	-1.48723	-1.85714	-2.09791	-2.25567	-2.35634	-2.4161	-2.44599	-2.45393	-2.44584	-2.42617	-2.39831	-2.36482	-2.32764	-2.28822	-2.24765	-2.2067	-2.16597	-2.12584	-2.0866	-2.04842	-2.01143	-1.97567	-1.94115	-1.90782	-1.87565	-1.84457	-1.81451	-1.78538	-1.75706	-1.72944	-1.7023	-1.67546	-1.64882	-1.62219	-1.59534	-1.56798	-1.53979	-1.51037	-1.47924	-1.4458	-1.40929	-1.36877	-1.32299	-1.27035	-1.20871	-1.13518	-1.0457	-0.934559	-0.793136	-0.608027	-0.356957	-2.30622e-09	0.541047	1.43233	3.00132	
-3.65099	-1.97815	-1.05999	-0.509699	-0.1499	-0.0762659	-0.0206322	0.0233323	0.0594288	0.0901048	0.116987	0.14123	0.163651	0.184859	0.205308	0.225346	0.24525	0.265242	0.285504	0.306192	0.327439	0.349361	0.37208	0.395695	0.420306	0.445983	0.47283	0.500957	0.53048	0.561483	0.594061	0.628301	0.664287	0.702052	0.741709	0.783368	0.827016	0.872626	0.920126	0.969361	1.02008	1.07187	1.12415	1.17606	1.22639	1.27347	1.31502	1.34789	1.36779	1.36883	1.34276	1.27782	1.15671	0.953694	0.629414	0.146474	-0.50332	-1.08076	-1.71272	1.15863	0.664389	0.0887224	-0.585484	-1.12308	-1.57873	-1.82718	-1.98134	-2.07483	-2.12655	-2.14857	-2.14918	-2.13445	-2.10884	-2.07573	-2.03762	-1.9964	-1.95344	-1.90977	-1.86613	-1.82304	-1.78085	-1.73981	-1.70007	-1.66169	-1.62473	-1.58915	-1.55489	-1.52189	-1.4901	-1.45941	-1.42972	-1.40092	-1.37288	-1.34537	-1.31821	-1.29131	-1.26445	-1.23741	-1.20991	-1.18161	-1.15212	-1.12095	-1.0875	-1.05102	-1.01055	-0.964856	-0.912332	-0.850835	-0.777464	-0.688163	-0.577197	-0.435942	-0.250976	-3.16467e-09	0.356957	0.898203	1.79029	3.36346	
-3.56651	-1.90047	-0.984686	-0.435504	-0.0762659	0.174063	0.229579	0.273493	0.309584	0.340275	0.36718	0.39144	0.413866	0.435061	0.455476	0.475456	0.495276	0.515157	0.535279	0.555795	0.576838	0.598522	0.620965	0.644264	0.668516	0.693787	0.720175	0.747786	0.776728	0.807079	0.838924	0.872342	0.907402	0.944126	0.98261	1.02295	1.06511	1.10904	1.15464	1.20173	1.25002	1.29907	1.34823	1.39661	1.44294	1.4855	1.52192	1.54899	1.56233	1.55594	1.52151	1.44719	1.3159	1.10164	0.773364	0.287121	-0.365878	-0.952394	-1.58476	1.28567	0.79959	0.242128	-0.418049	-0.933518	-1.30655	-1.61883	-1.77969	-1.87173	-1.91941	-1.93672	-1.9327	-1.91365	-1.88415	-1.84756	-1.80639	-1.76247	-1.71715	-1.67143	-1.626	-1.58134	-1.5378	-1.49557	-1.45478	-1.4155	-1.37775	-1.34147	-1.3066	-1.27308	-1.24082	-1.20972	-1.17968	-1.15057	-1.12226	-1.09452	-1.06716	-1.04008	-1.01309	-0.985933	-0.95834	-0.929975	-0.900441	-0.869252	-0.835803	-0.799343	-0.758911	-0.713277	-0.660828	-0.599419	-0.526146	-0.436947	-0.32608	-0.184911	-5.44651e-09	0.250976	0.608027	1.14954	2.04237	3.61876	
-3.50435	-1.84253	-0.928129	-0.379564	-0.0206322	0.229579	0.412136	0.456081	0.492196	0.522912	0.549834	0.574102	0.596521	0.617692	0.638065	0.657983	0.67772	0.697495	0.717488	0.737852	0.758716	0.780195	0.802404	0.825438	0.849391	0.874326	0.900339	0.927531	0.956004	0.985831	1.01709	1.04986	1.08419	1.12009	1.15767	1.19698	1.23799	1.28064	1.32479	1.37025	1.4167	1.46368	1.51051	1.55625	1.59961	1.6388	1.67142	1.69418	1.70265	1.69075	1.65012	1.56903	1.43026	1.21269	0.881442	0.392814	-0.262931	-0.856936	-1.49058	1.38048	0.900889	0.356381	-0.295608	-0.801311	-1.15753	-1.40709	-1.61738	-1.71537	-1.76283	-1.77792	-1.77113	-1.7493	-1.71719	-1.67824	-1.63497	-1.5892	-1.54227	-1.49513	-1.44846	-1.40273	-1.35825	-1.31521	-1.27372	-1.23382	-1.19553	-1.15878	-1.1235	-1.08962	-1.05705	-1.02569	-0.995412	-0.966101	-0.937616	-0.909725	-0.882238	-0.855057	-0.827975	-0.800751	-0.773104	-0.744701	-0.715145	-0.683946	-0.650501	-0.614058	-0.573655	-0.528061	-0.47566	-0.414306	-0.341093	-0.251952	-0.141136	-3.29484e-09	0.184911	0.435942	0.793136	1.33494	2.22849	3.80753	
-3.45665	-1.79736	-0.883709	-0.335455	0.0233323	0.273493	0.456081	0.594007	0.630191	0.660941	0.687882	0.712151	0.734558	0.755699	0.776025	0.79588	0.815536	0.835212	0.855087	0.875313	0.896019	0.917318	0.939323	0.962129	0.985827	1.01048	1.03618	1.06302	1.0911	1.1205	1.15128	1.18351	1.21725	1.25249	1.28933	1.32783	1.36793	1.40955	1.45256	1.49675	1.54176	1.58713	1.63215	1.67587	1.71693	1.75354	1.78324	1.80269	1.8074	1.79127	1.746	1.65975	1.51836	1.29825	0.964792	0.474206	-0.183905	-0.784084	-1.41925	1.45371	0.979677	0.445075	-0.201262	-0.701346	-1.04995	-1.28643	-1.4479	-1.58531	-1.63808	-1.65363	-1.64569	-1.62224	-1.58845	-1.54792	-1.5032	-1.45614	-1.40807	-1.35994	-1.3124	-1.26592	-1.22079	-1.17718	-1.13519	-1.09487	-1.05621	-1.01914	-0.983582	-0.949461	-0.916682	-0.885137	-0.854706	-0.825262	-0.796663	-0.768675	-0.741108	-0.713861	-0.686725	-0.659459	-0.631782	-0.603358	-0.573791	-0.54259	-0.509152	-0.472723	-0.432341	-0.386774	-0.334405	-0.273086	-0.199907	-0.110796	-1.31175e-09	0.141136	0.32608	0.577197	0.934559	1.47668	2.37092	3.95218	
-3.41863	-1.76075	-0.847444	-0.299312	0.0594288	0.309584	0.492196	0.630191	0.737377	0.768193	0.795157	0.819428	0.841818	0.862927	0.883205	0.902997	0.922576	0.942158	0.961924	0.982025	1.00259	1.02373	1.04555	1.06816	1.09164	1.11605	1.14147	1.16802	1.19577	1.2248	1.25518	1.28697	1.32021	1.35492	1.39115	1.42898	1.46834	1.50914	1.55123	1.59439	1.63826	1.68235	1.72593	1.76804	1.80729	1.84186	1.86924	1.88606	1.88782	1.86842	1.8195	1.73122	1.58776	1.36571	1.03045	0.538228	-0.121892	-0.727189	-1.36393	1.51178	1.04274	0.516055	-0.126019	-0.622282	-0.966464	-1.19693	-1.34813	-1.44688	-1.53169	-1.55197	-1.54484	-1.52088	-1.48617	-1.44462	-1.39893	-1.35098	-1.30211	-1.25328	-1.20513	-1.15811	-1.11251	-1.0685	-1.02617	-0.985543	-0.946622	-0.909332	-0.873584	-0.839298	-0.806378	-0.774712	-0.744178	-0.714647	-0.685976	-0.657927	-0.630309	-0.603022	-0.575854	-0.548565	-0.520871	-0.492438	-0.462867	-0.431668	-0.398238	-0.361821	-0.321455	-0.275906	-0.223558	-0.162259	-0.0890984	-2.52229e-09	0.110796	0.251952	0.436947	0.688163	1.0457	1.58815	2.48304	4.06618	
-3.38717	-1.72997	-0.816762	-0.268643	0.0901048	0.340275	0.522912	0.660941	0.768193	0.853531	0.880546	0.904825	0.9272	0.948276	0.968507	0.988238	1.00774	1.02724	1.0469	1.06689	1.08733	1.10832	1.12999	1.15242	1.1757	1.1999	1.22509	1.25138	1.27885	1.30757	1.33761	1.36902	1.40185	1.4361	1.47183	1.5091	1.54785	1.58796	1.6293	1.67162	1.71456	1.75761	1.80003	1.84083	1.87862	1.91152	1.93702	1.95173	1.95113	1.9291	1.87862	1.78869	1.6436	1.41995	1.0832	0.589631	-0.0721808	-0.681766	-1.32007	1.55887	1.0944	0.574266	-0.0644188	-0.557835	-0.898995	-1.12593	-1.2724	-1.36305	-1.41686	-1.46348	-1.46052	-1.43753	-1.40268	-1.36064	-1.31435	-1.2658	-1.21639	-1.16706	-1.11847	-1.07107	-1.02514	-0.98084	-0.938261	-0.897425	-0.858322	-0.820877	-0.784996	-0.750598	-0.717582	-0.685836	-0.655234	-0.625647	-0.59693	-0.568843	-0.541195	-0.513884	-0.486699	-0.459398	-0.431697	-0.403261	-0.373691	-0.342497	-0.309074	-0.272667	-0.232313	-0.186777	-0.134441	-0.0731537	-1.68283e-09	0.0890984	0.199907	0.341093	0.526146	0.777464	1.13518	1.67792	2.57341	4.15812	
