   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	   31.27957240
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	   31.27957240
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	   31.27957240
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	   31.27957240
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	   31.27957240
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	   43.91574525
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	   43.91574525
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	   43.91574525
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	   43.91574525
   2.00000000	   50.00000000	   -0.05000000	    0.76001047	    0.00000000	   35.52746392
