   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	    2.18333497
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	    2.18333497
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	    2.18333497
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	    2.18333497
   2.00000000	   50.00000000	   -0.05000000	    0.72001299	    0.00000000	    2.18333497
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	    9.73431487
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	    9.73431487
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	    9.73431487
   2.00000000	   50.00000000	   -0.05000000	    0.82001523	    0.00000000	    9.73431487
   2.00000000	   50.00000000	   -0.05000000	    0.76001047	    0.00000000	    3.91668450
