3.84678771 	3.84679949 	3.84683428 	3.84686888 	3.84697518 	3.84706685 	3.84716599 	3.84728585 	3.84740904 	3.84743098 	3.84755153 	3.84764480 	3.84768159 	3.84768033 	3.84761286 	3.84746433 	3.84738670 	3.84707798 	3.84692608 	3.84611628 	3.84611628 	3.84489119 	3.84368545 	3.84306248 	3.84138675 	3.84048420 	3.84048420 	3.83697321 	3.83697321 	3.83234979 	3.83234979 	3.82635609 	3.82635609 	3.82178940 	3.81885050 	3.81885050 	3.80958965 	3.80958965 	3.80305915 	3.79844789 	3.79844789 	3.78527593 	3.78527593 	3.78527593 	3.76998098 	3.76998098 	3.76035046 	3.75252395 	3.75252395 	3.74194217 	3.73291676 	3.73291676 	3.72146899 	3.71120915 	3.71120915 	3.69899707 	3.68747645 	3.68747645 	3.68747645 	3.66180781 	3.66180781 	3.66180781 	3.63427748 	3.63427748 	3.63427748 	3.60493538 	3.60493538 	3.60493538 	3.60493538 	3.57379724 	3.57379724 	3.57379724 	3.54084242 	3.54084242 	3.54084242 	3.54084242 	3.50602769 	3.50602769 	3.50602769 	3.46931532 	3.46931532 	3.46931532 	3.46931532 	3.43072154 	3.43072154 	3.43072154 	3.43072154 	3.39029450 	3.39029450 	3.39029450 	3.39029450 	3.34820946 	3.34820946 	3.34820946 	3.34820946 	3.30477853 	3.30477853 	3.30477853 	3.30477853 	3.26040546 	3.26040546 	3.26040546 	3.26040546 	3.21574563 	3.21574563 	3.21574563 	3.21574563 	3.17128803 	3.17128803 	3.17128803 	3.17128803 	3.17128803 	3.12787029 	3.12787029 	3.12787029 	3.12787029 	3.08622140 	3.08622140 	3.08622140 	3.08622140 	3.08622140 	3.04711652 	3.04711652 	3.04711652 	3.04711652 	3.01129669 	3.01129669 	3.01129669 	3.01129669 	3.01129669 	2.97945941 	2.97945941 	2.97945941 	2.97945941 	2.97945941 	2.95224442 	2.95224442 	2.95224442 	2.95224442 	2.95224442 	2.93023695 	2.93023695 	2.93023695 	2.93023695 	2.93023695 	2.91396117 	2.91396117 	2.91396117 	2.91396117 	2.91396117 	2.90388749 	2.90388749 	2.90388749 	2.90388749 	2.90388749 	2.90043972 	2.90043972 	2.90043972 	
3.84679949 	3.84681300 	3.84683558 	3.84691200 	3.84699185 	3.84708653 	3.84719633 	3.84731341 	3.84735448 	3.84747890 	3.84759549 	3.84768381 	3.84768212 	3.84770325 	3.84765472 	3.84753450 	3.84733731 	3.84721403 	3.84662690 	3.84639392 	3.84568184 	3.84530524 	3.84425413 	3.84368545 	3.84221083 	3.84138675 	3.83940205 	3.83823811 	3.83562973 	3.83405385 	3.83073234 	3.82863402 	3.82451987 	3.82178940 	3.82178940 	3.81332297 	3.81332297 	3.80736876 	3.80305915 	3.80305915 	3.79087776 	3.79087776 	3.78527593 	3.77665963 	3.77665963 	3.76998098 	3.76035046 	3.76035046 	3.75252395 	3.74194217 	3.74194217 	3.72146899 	3.72146899 	3.72146899 	3.71120915 	3.69899707 	3.69899707 	3.68747645 	3.67460572 	3.67460572 	3.66180781 	3.64837927 	3.64837927 	3.63427748 	3.62038182 	3.62038182 	3.60493538 	3.60493538 	3.59064599 	3.59064599 	3.57379724 	3.55916589 	3.55916589 	3.54084242 	3.54084242 	3.52591466 	3.52591466 	3.50602769 	3.49084806 	3.49084806 	3.46931532 	3.46931532 	3.45394502 	3.45394502 	3.43072154 	3.43072154 	3.41523191 	3.41523191 	3.39029450 	3.39029450 	3.37480289 	3.34820946 	3.34820946 	3.34820946 	3.33289033 	3.30477853 	3.30477853 	3.30477853 	3.28982162 	3.26040546 	3.26040546 	3.26040546 	3.24605366 	3.24605366 	3.21574563 	3.21574563 	3.21574563 	3.20215489 	3.17128803 	3.17128803 	3.17128803 	3.15874882 	3.12787029 	3.12787029 	3.12787029 	3.12787029 	3.08622140 	3.08622140 	3.08622140 	3.08622140 	3.07644682 	3.04711652 	3.04711652 	3.04711652 	3.04711652 	3.01129669 	3.01129669 	3.01129669 	3.01129669 	3.01129669 	2.97945941 	2.97945941 	2.97945941 	2.97945941 	2.97945941 	2.95224442 	2.95224442 	2.95224442 	2.95224442 	2.95224442 	2.93023695 	2.93023695 	2.93023695 	2.93023695 	2.93023695 	2.91396117 	2.91396117 	2.91396117 	2.91396117 	2.91396117 	2.90388749 	2.90388749 	2.90388749 	2.90388749 	2.90388749 	2.90043972 	2.90043972 	2.90043972 	
3.84683428 	3.84683558 	3.84689490 	3.84695142 	3.84703007 	3.84713440 	3.84725723 	3.84728161 	3.84741615 	3.84755258 	3.84768378 	3.84768386 	3.84775287 	3.84779559 	3.84770664 	3.84769506 	3.84744955 	3.84721221 	3.84703016 	3.84633216 	3.84602193 	3.84524243 	3.84477162 	3.84296095 	3.84296095 	3.84045126 	3.83940205 	3.83707811 	3.83562973 	3.83267196 	3.83073234 	3.82702603 	3.82702603 	3.82451987 	3.81998552 	3.81678045 	3.81137996 	3.80736876 	3.80736876 	3.79614213 	3.79614213 	3.79087776 	3.78297859 	3.78297859 	3.77665963 	3.76780542 	3.76035046 	3.76035046 	3.75060124 	3.74194217 	3.73138390 	3.73138390 	3.72146899 	3.71020968 	3.71020968 	3.69899707 	3.69899707 	3.68715372 	3.67460572 	3.67460572 	3.66230464 	3.64837927 	3.64837927 	3.63573603 	3.62038182 	3.62038182 	3.62038182 	3.59064599 	3.59064599 	3.59064599 	3.55916589 	3.55916589 	3.55916589 	3.55916589 	3.52591466 	3.52591466 	3.52591466 	3.49084806 	3.49084806 	3.49084806 	3.49084806 	3.45394502 	3.45394502 	3.45394502 	3.45394502 	3.41523191 	3.41523191 	3.41523191 	3.41523191 	3.37480289 	3.37480289 	3.37480289 	3.33289033 	3.33289033 	3.33289033 	3.33289033 	3.30477853 	3.28982162 	3.28982162 	3.28982162 	3.26040546 	3.24605366 	3.24605366 	3.24605366 	3.24605366 	3.20215489 	3.20215489 	3.20215489 	3.20215489 	3.15874882 	3.15874882 	3.15874882 	3.15874882 	3.12787029 	3.11661144 	3.11661144 	3.11661144 	3.08622140 	3.07644682 	3.07644682 	3.07644682 	3.07644682 	3.04711652 	3.03899481 	3.03899481 	3.03899481 	3.01129669 	3.01129669 	3.00496134 	3.00496134 	3.00496134 	2.97945941 	2.97945941 	2.97500387 	2.97500387 	2.97500387 	2.95224442 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.93023695 	2.93023695 	2.92968574 	2.92968574 	2.92968574 	2.91396117 	2.91396117 	2.91536766 	2.91536766 	2.91536766 	2.90388749 	2.90388749 	2.90722210 	2.90722210 	2.90722210 	2.90043972 	2.90043972 	
3.84686888 	3.84691200 	3.84695142 	3.84699880 	3.84709755 	3.84721725 	3.84723357 	3.84737316 	3.84752397 	3.84768241 	3.84768283 	3.84780762 	3.84790150 	3.84783501 	3.84787492 	3.84774351 	3.84751915 	3.84737268 	3.84687222 	3.84661283 	3.84606575 	3.84567295 	3.84427896 	3.84364984 	3.84233670 	3.84142121 	3.83962732 	3.83840625 	3.83607626 	3.83444800 	3.83267196 	3.82934683 	3.82702603 	3.82296988 	3.81998552 	3.81514010 	3.81137996 	3.81137996 	3.80108213 	3.80108213 	3.79614213 	3.78893840 	3.78893840 	3.78297859 	3.77488326 	3.76780542 	3.75887272 	3.75887272 	3.75060124 	3.74091656 	3.73138390 	3.73138390 	3.72105907 	3.71020968 	3.71020968 	3.71020968 	3.68715372 	3.68715372 	3.68715372 	3.66230464 	3.66230464 	3.66230464 	3.63573603 	3.63573603 	3.63573603 	3.62038182 	3.60749899 	3.60749899 	3.59064599 	3.57761218 	3.57761218 	3.55916589 	3.55916589 	3.54605897 	3.54605897 	3.52591466 	3.51280310 	3.51280310 	3.49084806 	3.49084806 	3.47781860 	3.47781860 	3.45394502 	3.45394502 	3.44108259 	3.41523191 	3.41523191 	3.41523191 	3.40265865 	3.37480289 	3.37480289 	3.37480289 	3.36265675 	3.33289033 	3.33289033 	3.33289033 	3.28982162 	3.28982162 	3.28982162 	3.28982162 	3.28982162 	3.24605366 	3.24605366 	3.24605366 	3.24605366 	3.20215489 	3.20215489 	3.20215489 	3.20215489 	3.15874882 	3.15874882 	3.15874882 	3.15874882 	3.11661144 	3.11661144 	3.11661144 	3.11661144 	3.11661144 	3.07644682 	3.07644682 	3.07644682 	3.07644682 	3.03899481 	3.03899481 	3.03899481 	3.03899481 	3.03899481 	3.00496134 	3.00496134 	3.00496134 	3.00496134 	2.97500387 	2.97500387 	2.97500387 	2.97500387 	2.97500387 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.90722210 	2.90722210 	2.90722210 	2.90722210 	2.90722210 	2.90836549 	2.90836549 	
3.84697518 	3.84699185 	3.84703007 	3.84709755 	3.84720359 	3.84720459 	3.84734443 	3.84750351 	3.84768034 	3.84768069 	3.84783790 	3.84800502 	3.84795828 	3.84805095 	3.84793916 	3.84788558 	3.84777361 	3.84752193 	3.84732523 	3.84675413 	3.84642537 	3.84538000 	3.84485331 	3.84387159 	3.84312427 	3.84075912 	3.84075912 	3.83758273 	3.83607626 	3.83348845 	3.83149740 	3.82934683 	3.82573617 	3.82296988 	3.81863173 	3.81514010 	3.81514010 	3.81003614 	3.80570923 	3.80108213 	3.79455059 	3.79455059 	3.78893840 	3.78157984 	3.77488326 	3.76674530 	3.75887272 	3.75887272 	3.74997594 	3.74091656 	3.74091656 	3.73138390 	3.72105907 	3.72105907 	3.71020968 	3.69937362 	3.69937362 	3.68715372 	3.67594432 	3.67594432 	3.66230464 	3.65085993 	3.65085993 	3.63573603 	3.63573603 	3.62419083 	3.60749899 	3.60749899 	3.59597066 	3.57761218 	3.57761218 	3.57761218 	3.54605897 	3.54605897 	3.54605897 	3.51280310 	3.51280310 	3.51280310 	3.51280310 	3.47781860 	3.47781860 	3.47781860 	3.47781860 	3.44108259 	3.44108259 	3.44108259 	3.41523191 	3.40265865 	3.40265865 	3.40265865 	3.37480289 	3.36265675 	3.36265675 	3.36265675 	3.33289033 	3.32136435 	3.32136435 	3.28982162 	3.28982162 	3.27918524 	3.27918524 	3.24605366 	3.24605366 	3.23645656 	3.23645656 	3.20215489 	3.20215489 	3.20215489 	3.19382068 	3.15874882 	3.15874882 	3.15874882 	3.15874882 	3.15196184 	3.11661144 	3.11661144 	3.11661144 	3.11157085 	3.07644682 	3.07644682 	3.07644682 	3.07644682 	3.03899481 	3.03899481 	3.03899481 	3.03899481 	3.03899481 	3.00496134 	3.00496134 	3.00496134 	3.00496134 	2.97500387 	2.97500387 	2.97500387 	2.97500387 	2.97500387 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.90722210 	2.90722210 	2.90722210 	2.90722210 	2.90722210 	2.90836549 	2.90836549 	
3.84706685 	3.84708653 	3.84713440 	3.84721725 	3.84720459 	3.84732522 	3.84749163 	3.84767849 	3.84767955 	3.84787494 	3.84807450 	3.84804346 	3.84818378 	3.84814340 	3.84816691 	3.84808177 	3.84802960 	3.84770164 	3.84733206 	3.84705607 	3.84630660 	3.84586336 	3.84519040 	3.84456275 	3.84272629 	3.84178537 	3.84025849 	3.83897489 	3.83758273 	3.83532556 	3.83348845 	3.82830207 	3.82830207 	3.82573617 	3.82188159 	3.81863173 	3.81407880 	3.81003614 	3.81003614 	3.79982553 	3.79982553 	3.79455059 	3.78790166 	3.78157984 	3.77421621 	3.76674530 	3.76674530 	3.75874555 	3.74997594 	3.74997594 	3.74091656 	3.73150467 	3.73150467 	3.72105907 	3.71120228 	3.69937362 	3.69937362 	3.68921848 	3.67594432 	3.67594432 	3.66565277 	3.65085993 	3.65085993 	3.65085993 	3.62419083 	3.62419083 	3.62419083 	3.59597066 	3.59597066 	3.59597066 	3.57761218 	3.56620938 	3.56620938 	3.54605897 	3.53488841 	3.53488841 	3.51280310 	3.51280310 	3.50196288 	3.50196288 	3.47781860 	3.47781860 	3.46741559 	3.44108259 	3.44108259 	3.44108259 	3.40265865 	3.40265865 	3.40265865 	3.40265865 	3.36265675 	3.36265675 	3.36265675 	3.36265675 	3.32136435 	3.32136435 	3.32136435 	3.32136435 	3.27918524 	3.27918524 	3.27918524 	3.27918524 	3.23645656 	3.23645656 	3.23645656 	3.23645656 	3.19382068 	3.19382068 	3.19382068 	3.19382068 	3.15874882 	3.15196184 	3.15196184 	3.15196184 	3.15196184 	3.11157085 	3.11157085 	3.11157085 	3.11157085 	3.07644682 	3.07334922 	3.07334922 	3.07334922 	3.03899481 	3.03899481 	3.03800440 	3.03800440 	3.03800440 	3.00496134 	3.00496134 	3.00621189 	3.00621189 	2.97500387 	2.97500387 	2.97500387 	2.97859350 	2.97859350 	2.94973042 	2.94973042 	2.94973042 	2.94973042 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.92968574 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.91536766 	2.90722210 	2.90722210 	2.90722210 	2.90722210 	2.90836549 	2.90836549 	2.90836549 	
3.84716599 	3.84719633 	3.84725723 	3.84723357 	3.84734443 	3.84749163 	3.84767746 	3.84767707 	3.84789315 	3.84812642 	3.84810920 	3.84831089 	3.84825350 	3.84843731 	3.84831350 	3.84839619 	3.84815552 	3.84802745 	3.84781575 	3.84742502 	3.84708551 	3.84630150 	3.84577531 	3.84440034 	3.84359740 	3.84144034 	3.84144034 	3.83859136 	3.83702206 	3.83532556 	3.83288273 	3.83067946 	3.82770679 	3.82490112 	3.82188159 	3.81784890 	3.81407880 	3.81407880 	3.80477080 	3.80477080 	3.79982553 	3.79385925 	3.78790166 	3.78128179 	3.77421621 	3.77421621 	3.75874555 	3.75874555 	3.75874555 	3.74997594 	3.74151800 	3.73150467 	3.73150467 	3.72259492 	3.71120228 	3.71120228 	3.68921848 	3.68921848 	3.68921848 	3.66565277 	3.66565277 	3.66565277 	3.65085993 	3.64058789 	3.64058789 	3.62419083 	3.61408276 	3.61408276 	3.59597066 	3.59597066 	3.58617276 	3.56620938 	3.56620938 	3.55685279 	3.53488841 	3.53488841 	3.53488841 	3.50196288 	3.50196288 	3.50196288 	3.50196288 	3.46741559 	3.46741559 	3.46741559 	3.44108259 	3.43124231 	3.43124231 	3.40265865 	3.40265865 	3.39353664 	3.39353664 	3.36265675 	3.36265675 	3.35445295 	3.35445295 	3.32136435 	3.32136435 	3.31424784 	3.27918524 	3.27918524 	3.27918524 	3.27918524 	3.23645656 	3.23645656 	3.23645656 	3.23645656 	3.19382068 	3.19382068 	3.19382068 	3.19382068 	3.15196184 	3.15196184 	3.15196184 	3.15196184 	3.15196184 	3.11157085 	3.11157085 	3.11157085 	3.11157085 	3.07334922 	3.07334922 	3.07334922 	3.07334922 	3.07334922 	3.03800440 	3.03800440 	3.03800440 	3.03800440 	3.00621189 	3.00621189 	3.00621189 	3.00621189 	3.00621189 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.95573407 	2.95573407 	2.95573407 	2.95573407 	2.92968574 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.91536766 	2.91536766 	2.92633630 	2.92633630 	2.92633630 	2.90722210 	2.90722210 	2.90722210 	2.90836549 	2.90836549 	2.90836549 	
3.84728585 	3.84731341 	3.84728161 	3.84737316 	3.84750351 	3.84767849 	3.84767707 	3.84789879 	3.84815025 	3.84813470 	3.84839062 	3.84834920 	3.84857963 	3.84848980 	3.84867910 	3.84849812 	3.84855616 	3.84822148 	3.84802681 	3.84773796 	3.84722471 	3.84678787 	3.84581736 	3.84513894 	3.84353271 	3.84253006 	3.84137352 	3.84003858 	3.83859136 	3.83492281 	3.83492281 	3.83030906 	3.82770679 	3.82770679 	3.82136162 	3.82136162 	3.81784890 	3.80940170 	3.80940170 	3.80477080 	3.79946178 	3.79385925 	3.78795587 	3.78128179 	3.78128179 	3.76701970 	3.76701970 	3.75874555 	3.75874555 	3.75108244 	3.74151800 	3.74151800 	3.72259492 	3.72259492 	3.72259492 	3.70206901 	3.70206901 	3.68921848 	3.68003014 	3.68003014 	3.66565277 	3.66565277 	3.65658601 	3.64058789 	3.64058789 	3.61408276 	3.61408276 	3.61408276 	3.61408276 	3.58617276 	3.58617276 	3.58617276 	3.55685279 	3.55685279 	3.55685279 	3.53488841 	3.52609943 	3.52609943 	3.50196288 	3.50196288 	3.49387125 	3.46741559 	3.46741559 	3.46741559 	3.43124231 	3.43124231 	3.43124231 	3.43124231 	3.39353664 	3.39353664 	3.39353664 	3.39353664 	3.35445295 	3.35445295 	3.35445295 	3.35445295 	3.31424784 	3.31424784 	3.31424784 	3.27918524 	3.27331684 	3.27331684 	3.27331684 	3.23645656 	3.23645656 	3.23218266 	3.23218266 	3.19382068 	3.19382068 	3.19134416 	3.19134416 	3.15196184 	3.15196184 	3.15196184 	3.15151869 	3.11157085 	3.11157085 	3.11157085 	3.11157085 	3.07334922 	3.07334922 	3.07334922 	3.07334922 	3.07334922 	3.03800440 	3.03800440 	3.03800440 	3.03800440 	3.00621189 	3.00621189 	3.00621189 	3.00621189 	3.00621189 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.95573407 	2.95573407 	2.95573407 	2.95573407 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92664114 	2.92664114 	2.92664114 	2.92664114 	2.90836549 	2.90836549 	
3.84740904 	3.84735448 	3.84741615 	3.84752397 	3.84768034 	3.84767955 	3.84789315 	3.84815025 	3.84815263 	3.84843922 	3.84842612 	3.84869635 	3.84864906 	3.84888660 	3.84875469 	3.84895369 	3.84870014 	3.84873988 	3.84852199 	3.84800637 	3.84763355 	3.84700953 	3.84643993 	3.84530304 	3.84445553 	3.84353271 	3.84260200 	3.84137352 	3.83855095 	3.83680876 	3.83492281 	3.83272556 	3.83030906 	3.82463182 	3.82463182 	3.82136162 	3.81777202 	3.81373080 	3.80940170 	3.80471555 	3.79946178 	3.79424495 	3.78795587 	3.78795587 	3.77486055 	3.77486055 	3.76701970 	3.76018643 	3.75108244 	3.75108244 	3.75108244 	3.73352772 	3.73352772 	3.72259492 	3.71444346 	3.71444346 	3.70206901 	3.69393263 	3.68003014 	3.68003014 	3.68003014 	3.65658601 	3.65658601 	3.65658601 	3.63181923 	3.63181923 	3.61408276 	3.61408276 	3.60578220 	3.58617276 	3.58617276 	3.57850114 	3.55685279 	3.55685279 	3.55685279 	3.52609943 	3.52609943 	3.52609943 	3.52609943 	3.49387125 	3.49387125 	3.49387125 	3.46741559 	3.46015298 	3.46015298 	3.43124231 	3.43124231 	3.42499537 	3.42499537 	3.39353664 	3.39353664 	3.38846980 	3.35445295 	3.35445295 	3.35445295 	3.35445295 	3.31424784 	3.31424784 	3.31424784 	3.31424784 	3.27331684 	3.27331684 	3.27331684 	3.27331684 	3.23218266 	3.23218266 	3.23218266 	3.23218266 	3.19134416 	3.19134416 	3.19134416 	3.19134416 	3.15151869 	3.15151869 	3.15151869 	3.15151869 	3.11157085 	3.11334280 	3.11334280 	3.11334280 	3.07334922 	3.07334922 	3.07753158 	3.07753158 	3.03800440 	3.03800440 	3.03800440 	3.04475375 	3.04475375 	3.00621189 	3.00621189 	3.00621189 	3.00621189 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.97859350 	2.95573407 	2.95573407 	2.95573407 	2.95573407 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92664114 	2.92664114 	2.92664114 	2.92664114 	2.93177532 	2.93177532 	
3.84743098 	3.84747890 	3.84755258 	3.84768241 	3.84768069 	3.84787494 	3.84812642 	3.84813470 	3.84843922 	3.84844357 	3.84876267 	3.84874240 	3.84905673 	3.84899449 	3.84923559 	3.84905982 	3.84926503 	3.84893616 	3.84893717 	3.84865688 	3.84800660 	3.84753141 	3.84679062 	3.84608009 	3.84530304 	3.84373255 	3.84260200 	3.84164050 	3.84015925 	3.83702753 	3.83496084 	3.83272556 	3.83049128 	3.82767076 	3.82463182 	3.82153873 	3.81777202 	3.81777202 	3.80963578 	3.80471555 	3.80015052 	3.79424495 	3.79424495 	3.78227458 	3.78227458 	3.77486055 	3.77486055 	3.76018643 	3.76018643 	3.75108244 	3.74397630 	3.74397630 	3.73352772 	3.72631794 	3.71444346 	3.71444346 	3.69393263 	3.69393263 	3.69393263 	3.68003014 	3.67210889 	3.67210889 	3.65658601 	3.64907648 	3.63181923 	3.63181923 	3.63181923 	3.60578220 	3.60578220 	3.60578220 	3.57850114 	3.57850114 	3.57850114 	3.55685279 	3.54996314 	3.54996314 	3.52609943 	3.52609943 	3.52014648 	3.49387125 	3.49387125 	3.49387125 	3.46015298 	3.46015298 	3.46015298 	3.46015298 	3.42499537 	3.42499537 	3.42499537 	3.42499537 	3.38846980 	3.38846980 	3.38846980 	3.35445295 	3.35075734 	3.35075734 	3.35075734 	3.31424784 	3.31214036 	3.31214036 	3.27331684 	3.27331684 	3.27331684 	3.27302248 	3.23218266 	3.23218266 	3.23218266 	3.23218266 	3.19134416 	3.19134416 	3.19134416 	3.19134416 	3.15151869 	3.15151869 	3.15151869 	3.15151869 	3.11334280 	3.11334280 	3.11334280 	3.11334280 	3.11334280 	3.07753158 	3.07753158 	3.07753158 	3.07753158 	3.04475375 	3.04475375 	3.04475375 	3.04475375 	3.04475375 	3.01565983 	3.01565983 	3.01565983 	3.01565983 	2.97859350 	2.97859350 	2.99086167 	2.99086167 	2.95573407 	2.95573407 	2.95573407 	2.97092033 	2.97092033 	2.93816005 	2.93816005 	2.93816005 	2.93816005 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92633630 	2.92664114 	2.92664114 	2.92664114 	2.92664114 	2.93177532 	2.93177532 	
