  50.0000000 	    2.0000000 	    0.0000000 	    7.1183121
  50.0000000 	    2.0000000 	    0.0000000 	    7.1183121
  50.0000000 	    2.0000000 	    0.0000000 	    7.1183121
  50.0000000 	    2.0000000 	    0.0000000 	    7.1183121
  50.0000000 	    2.0000000 	    0.0000000 	    7.1282207
  50.0000000 	    2.0000000 	    0.0000000 	   40.8264420
  50.0000000 	    2.0000000 	    0.0000000 	   40.8264420
  50.0000000 	    2.0000000 	    0.0000000 	   40.8828073
  50.0000000 	    2.0000000 	    0.0000000 	   40.8828073
  50.0000000 	    2.0000000 	    0.0000000 	   10.1260685
  50.0000000 	    2.0000000 	    0.0000000 	    7.1496758
