0.32464730 	0.32681644 	0.32941739 	0.33270097 	0.33685562 	0.34197633 	0.34815174 	0.35560565 	0.36454992 	0.37538887 	0.38857000 	0.40480359 	0.42523259 	0.45149051 	0.48619113 	0.53323509 	0.59731109 	0.67668676 	0.72791942 	0.84224717 	0.84999896 	0.74116425 	0.69255272 	0.61254569 	0.54694412 	0.49832216 	0.46221494 	0.43476087 	0.41332643 	0.39625363 	0.38237272 	0.37095329 	0.36153448 	0.35369894 	0.34722824 	0.34189494 	0.33760972 	0.33427001 	0.33165780 	0.32945875 	
0.32681645 	0.33220114 	0.33466388 	0.33762593 	0.34143518 	0.34628228 	0.35225651 	0.35956609 	0.36840771 	0.37917479 	0.39231057 	0.40852400 	0.42896150 	0.45527345 	0.49009005 	0.53735823 	0.60183350 	0.68184014 	0.73371289 	0.84944666 	0.85823415 	0.74874142 	0.69986352 	0.61915671 	0.55296573 	0.50392314 	0.46752572 	0.43987050 	0.41830763 	0.40115822 	0.38724637 	0.37584146 	0.36648646 	0.35877500 	0.35250517 	0.34746512 	0.34355850 	0.34055359 	0.33802718 	0.33165780 	
0.32941737 	0.33466386 	0.34097895 	0.34377567 	0.34719872 	0.35162933 	0.35727237 	0.36433857 	0.37300537 	0.38364857 	0.39669952 	0.41286441 	0.43329153 	0.45964185 	0.49457739 	0.54208332 	0.60699985 	0.68771004 	0.74029049 	0.85763109 	0.86764208 	0.75743393 	0.70828016 	0.62679203 	0.55994093 	0.51043181 	0.47371298 	0.44585200 	0.42416335 	0.40695445 	0.39304516 	0.38170607 	0.37249221 	0.36501589 	0.35909391 	0.35450370 	0.35099294 	0.34808395 	0.34055357 	0.33427000 	
0.33270095 	0.33762590 	0.34377566 	0.35121877 	0.35444215 	0.35840486 	0.36354117 	0.37020379 	0.37857337 	0.38900366 	0.40190535 	0.41797272 	0.43835438 	0.46472122 	0.49976142 	0.54752167 	0.61291490 	0.69441218 	0.74779560 	0.86695183 	0.87843149 	0.76744585 	0.71800724 	0.63564300 	0.56805875 	0.51802946 	0.48097443 	0.45290520 	0.43110855 	0.41387898 	0.40003346 	0.38885362 	0.37991641 	0.37285444 	0.36747097 	0.36335150 	0.35994808 	0.35099293 	0.34355847 	0.33760970 	
0.33685558 	0.34143512 	0.34719868 	0.35444213 	0.36331111 	0.36703040 	0.37159502 	0.37763753 	0.38551218 	0.39557826 	0.40822130 	0.42411227 	0.44439292 	0.47073916 	0.50586651 	0.55388204 	0.61980797 	0.70219064 	0.75649420 	0.87778614 	0.89094482 	0.77908971 	0.72936416 	0.64602411 	0.57761552 	0.52702752 	0.48962027 	0.46135600 	0.43949165 	0.42231422 	0.40864557 	0.39779064 	0.38934955 	0.38293530 	0.37811563 	0.37411544 	0.36335148 	0.35450366 	0.34746506 	0.34189490 	
0.34197633 	0.34628227 	0.35162934 	0.35840489 	0.36703045 	0.37766037 	0.38192333 	0.38726093 	0.39436888 	0.40382236 	0.41601543 	0.43159254 	0.45167092 	0.47792742 	0.51310217 	0.56136640 	0.62785989 	0.71123513 	0.76658281 	0.89036908 	0.90561146 	0.79275475 	0.74274008 	0.65830080 	0.58898164 	0.53779035 	0.50002909 	0.47160995 	0.44976375 	0.43277458 	0.41948648 	0.40922707 	0.40156998 	0.39583428 	0.39114730 	0.37811568 	0.36747100 	0.35909391 	0.35250515 	0.34722824 	
0.34815182 	0.35225659 	0.35727245 	0.36354129 	0.37159514 	0.38192340 	0.39471114 	0.39967044 	0.40589949 	0.41439574 	0.42582442 	0.44084456 	0.46054690 	0.48658934 	0.52173029 	0.57020683 	0.63728454 	0.72175632 	0.77828781 	0.90493893 	0.92269599 	0.80879682 	0.75852057 	0.67286786 	0.60256640 	0.55075131 	0.51267431 	0.48419918 	0.46253726 	0.44598994 	0.43342026 	0.42411632 	0.41728261 	0.41169317 	0.39583436 	0.38293543 	0.37285455 	0.36501597 	0.35877509 	0.35369902 	
0.35560563 	0.35956606 	0.36433855 	0.37020380 	0.37763755 	0.38726089 	0.39967032 	0.41523414 	0.42098174 	0.42837276 	0.43859671 	0.45265916 	0.47167974 	0.49729234 	0.53225736 	0.58087576 	0.64855227 	0.73421744 	0.79210401 	0.92213096 	0.94293928 	0.82790373 	0.77741980 	0.69045999 	0.61909579 	0.56666599 	0.52837305 	0.50003867 	0.47887218 	0.46318922 	0.45178970 	0.44348854 	0.43681405 	0.41728247 	0.40156994 	0.38934957 	0.37991640 	0.37249218 	0.36648644 	0.36153446 	
0.36454953 	0.36840731 	0.37300503 	0.37857303 	0.38551184 	0.39436848 	0.40589900 	0.42098140 	0.44003518 	0.44680006 	0.45561891 	0.46815425 	0.48597596 	0.51076704 	0.54528903 	0.59389264 	0.66212710 	0.74909231 	0.80846005 	0.94247199 	0.96704731 	0.85079006 	0.80026936 	0.71189759 	0.63944807 	0.58649615 	0.54821785 	0.52041037 	0.50027182 	0.48602464 	0.47585328 	0.46772530 	0.44348820 	0.42411581 	0.40922665 	0.39779030 	0.38885327 	0.38170570 	0.37584106 	0.37095290 	
0.37538916 	0.37917509 	0.38364889 	0.38900399 	0.39557864 	0.40382267 	0.41439595 	0.42837316 	0.44680073 	0.47040943 	0.47840484 	0.48913679 	0.50501828 	0.52832531 	0.56191301 	0.61019135 	0.67885967 	0.76719063 	0.82820208 	0.96691894 	0.99618767 	0.87870060 	0.82837966 	0.73856191 	0.66508384 	0.61185960 	0.57405818 	0.54743847 	0.52905037 	0.51631038 	0.50631584 	0.47585399 	0.45179016 	0.43342053 	0.41948681 	0.40864599 	0.40003384 	0.39304550 	0.38724669 	0.38237303 	
