1.000000	    0.0000000
0.966065	    0.0000000
0.934547	    0.0000001
0.904057	    0.0000007
0.885315	    0.0000021
0.856978	    0.0000078
0.842053	    0.0000141
0.825463	    0.0000255
0.817173	    0.0000336
0.809494	    0.0000428
0.800089	    0.0000569
0.789247	    0.0000779
0.771135	    0.0001272
0.744587	    0.0002460
0.709842	    0.0005267
0.670494	    0.0011318
0.624026	    0.0025297
0.570100	    0.0058205
0.517269	    0.0122208
0.463547	    0.0246996
0.416413	    0.0445551
0.385366	    0.0651653
0.358936	    0.0897876
0.334318	    0.1209218
0.311389	    0.1595999
0.296394	    0.1914492
0.282121	    0.2278199
0.268536	    0.2690477
0.253841	    0.3223637
0.237417	    0.3952289
0.223739	    0.4751497
0.209973	    0.5648164
0.195655	    0.6779739
0.183657	    0.7922821
0.172395	    0.9200157
0.162298	    1.0549404
0.156524	    1.1425755
0.153004	    1.2002947
0.149564	    1.2601849
0.146201	    1.3223056
0.142061	    1.4041025
0.137505	    1.5016732
0.133095	    1.6045294
0.128532	    1.7207831
0.125638	    1.8003566
0.122895	    1.8803283
0.120212	    1.9632894
0.117588	    2.0493484
0.114919	    2.1423543
0.112310	    2.2390723
0.109515	    2.3496756
0.106789	    2.4652425
0.104132	    2.5860604
0.101540	    2.7124159
0.099013	    2.8446944
0.096549	    2.9833006
0.094146	    3.1286104
0.091662	    3.2906786
0.089489	    3.4435511
0.087368	    3.6040096
0.085076	    3.7912973
0.083229	    3.9540706
0.081422	    4.1248706
0.079654	    4.3041512
0.078333	    4.4470214
0.076891	    4.6122817
0.075475	    4.7851227
0.074086	    4.9660460
0.072722	    5.1556497
0.071383	    5.3547520
0.070697	    5.4621091
0.083229	    3.9540706
0.079194	    4.3317464
0.074058	    4.9048086
0.069255	    5.5103893
0.064763	    6.1889157
0.060563	    6.9152063
0.056635	    7.7812078
0.055803	    7.9970323
0.054761	    8.2875167
0.052859	    8.8868792
0.050338	    9.8678907
0.049070	    10.4842149
0.047458	    11.4477108
0.045810	    12.6728097
0.045401	    13.0092746
0.044761	    13.5904746
0.043597	    14.7786695
0.042905	    15.6266290
0.042187	    16.7296429
0.041365	    18.3546468
0.041135	    18.9024773
0.040862	    19.6089626
