# 0lam 1Uhub 2beta 3tpri 4fill 5mag 6den_max 7den_min 8dwave
   1.0000000000	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   0.0000000000	   0.0000000000	   0.0000000000	   0.0000000000	
   0.9365053292	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   0.1189002567	   0.0178270514	  -0.0189903264	   0.0000000299	
   0.8872341511	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   0.3817737493	   0.0553448691	  -0.0597684100	   0.0000007701	
   0.8488861897	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   0.6981317756	   0.0979394267	  -0.1073465843	   0.0000044018	
   0.8255580013	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   0.9439189922	   0.1291683105	  -0.1431456887	   0.0000103955	
   0.8028708934	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   1.2256218597	   0.1630830744	  -0.1830096378	   0.0000216012	
   0.7808072486	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   1.5438056006	   0.1991697378	  -0.2266947480	   0.0000408719	
   0.7567539950	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   1.9457299679	   0.2416183714	  -0.2799495320	   0.0000764403	
   0.7432344211	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   2.2008912479	   0.2668062713	  -0.3125378201	   0.0001058740	
   0.7280735329	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   2.5124261559	   0.2960331632	  -0.3513642360	   0.0001495561	
   0.7132219045	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   2.8453044257	   0.3256169057	  -0.3917096118	   0.0002060653	
   0.6849697617	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   3.5659224611	   0.3842775725	  -0.4752340494	   0.0003639927	
   0.6332368112	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   5.2463168521	   0.4973481185	  -0.6547664164	   0.0009228841	
   0.5854110378	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	   7.3500240711	   0.6055817443	  -0.8539322167	   0.0019762934	
   0.5140047250	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  11.9462540685	   0.7702519911	  -1.2235397315	   0.0054385846	
   0.4513082950	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  18.3003009493	   0.9347386817	  -1.6405050833	   0.0121786168	
   0.3806606412	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  30.0104803286	   1.1273706872	  -2.2578364331	   0.0286667714	
   0.3099424713	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  50.0834662464	   1.3278940694	  -3.1158146989	   0.0666498300	
   0.2660653774	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  68.5252018548	   1.4572681524	  -3.8360533725	   0.1139470987	
   0.2283997567	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	  87.5828948393	   1.5712718647	  -4.6312517313	   0.1841974431	
   0.2011933327	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 102.3319176626	   1.6566345407	  -5.3504122095	   0.2651362291	
   0.1810603561	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 114.5489150622	   1.7196907642	  -5.9887258435	   0.3517026675	
   0.1648243726	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 132.1651619650	   1.7712499931	  -6.5879602999	   0.4459696311	
   0.1473912988	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 164.4553907897	   1.8268357856	  -7.7648939691	   0.5824224124	
   0.1299673764	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 210.5188937450	   1.8821570599	  -9.4086631409	   0.7723613282	
   0.1190301076	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 255.9076519063	   1.9165543475	 -10.7408030165	   0.9311933777	
   0.1077052918	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 321.1293521821	   1.9515307629	 -12.4959561969	   1.1415704305	
   0.1044459984	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 344.6711659948	   1.9614605639	 -13.0905970269	   1.2132268051	
   0.1002210990	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 379.2172615028	   1.9741651453	 -13.9352474281	   1.3151313603	
   0.0948192582	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 431.6279581423	   1.9901324652	 -15.1570959947	   1.4626347303	
   0.0892049355	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 498.8727108468	   2.0062910493	 -16.6328616192	   1.6405643197	
   0.0870638677	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 528.8164261291	   2.0123112072	 -17.2619765348	   1.7162720314	
   0.0846200359	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 566.8804230404	   2.0191277518	 -18.0294312175	   1.8087931233	
   0.0818593689	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 615.3267860361	   2.0266628202	 -18.9732488037	   1.9220031128	
   0.0787739799	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 677.4271389093	   2.0348125752	 -20.1364275831	   2.0610030065	
   0.0769999755	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 717.5862703150	   2.0393440767	 -20.8634460507	   2.1476731441	
   0.0752472629	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 761.6302443233	   2.0437727550	 -21.6273185895	   2.2386883805	
   0.0734101258	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 812.0639419852	   2.0482229819	 -22.4850256606	   2.3404806040	
   0.0699217928	   1.5000000000	  70.0000000000	  -0.0500000000	   0.8400000000	 925.2951515690	   2.0563472973	 -24.2925201815	   2.5543169989	
