1.000000	6.21639
0.991244	6.21679
0.988631	6.21707
0.986025	6.21741
0.981672	6.21814
0.974987	6.21964
0.968347	6.22159
0.965331	6.22262
0.964401	6.22296
0.963913	6.22314
0.962555	6.22365
0.961199	6.22418
0.956764	6.22603
0.948718	6.22991
0.936393	6.23715
0.922842	6.24692
0.901470	6.26624
0.870648	6.30270
0.857181	6.32190
0.839225	6.35067
0.833086	6.36135
0.819127	6.38728
0.811695	6.40203
0.810658	6.40414
0.809621	6.40625
0.805837	6.41408
0.793588	6.44062
0.768041	6.50203
0.739727	6.58012
0.706330	6.68670
0.660687	6.86026
0.654514	6.88642
0.650365	6.90438
0.641544	6.94345
0.632842	6.98339
0.606700	7.11219
0.571728	7.30696
0.564979	7.34776
0.562034	7.36591
0.560451	7.37576
0.558602	7.38734
0.558099	7.39050
0.557604	7.39362
0.557373	7.39508
0.556464	7.40083
0.555556	7.40659
0.555231	7.40866
0.554660	7.41230
0.554090	7.41595
0.553520	7.41960
0.550963	7.43608
0.542587	7.49124
0.541711	7.49711
0.541211	7.50048
0.539628	7.51117
0.538877	7.51627
0.538350	7.51985
0.537098	7.52840
0.535848	7.53697
0.530262	7.57583
0.520911	7.64283
0.520006	7.64945
0.518840	7.65801
0.518458	7.66082
0.517860	7.66524
0.517263	7.66966
0.516726	7.67364
0.516244	7.67722
0.515810	7.68046
0.515408	7.68345
0.514954	7.68684
0.514752	7.68835
0.514462	7.69052
0.514149	7.69287
0.512740	7.70346
0.511650	7.71170
0.510071	7.72370
0.508497	7.73574
0.502612	7.78143
0.492874	7.85946
0.489345	7.88850
0.486432	7.91279
0.484297	7.93077
0.482988	7.94186
0.480505	7.96311
0.479227	7.97412
0.478579	7.97971
0.476511	7.99770
0.474451	8.01577
0.465886	8.09254
0.459426	8.15227
0.453056	8.21275
0.448460	8.25741
0.447005	8.27171
0.445090	8.29068
0.443183	8.30973
0.441936	8.32227
0.439619	8.34574
0.437314	8.36932
0.430022	8.44544
0.417820	8.57824
0.412580	8.63744
0.409983	8.66730
0.408223	8.68771
0.405360	8.72125
0.402518	8.75499
0.401435	8.76794
0.398615	8.80200
0.395813	8.83625
0.392049	8.88294
0.387304	8.94291
0.375937	9.09196
0.371250	9.15562
0.369250	9.18323
0.367826	9.20303
0.364496	9.24988
0.363757	9.26037
0.361659	9.29035
0.361566	9.29169
0.361349	9.29480
0.361133	9.29792
0.360160	9.31196
0.359234	9.32537
0.358311	9.33881
0.354748	9.39123
0.353988	9.40253
0.353523	9.40945
0.353357	9.41193
0.353232	9.41380
0.353037	9.41671
0.352843	9.41962
0.351969	9.43273
0.348761	9.48131
0.342697	9.57520
0.330515	9.77229
0.326747	9.83566
0.321029	9.93412
0.315410	10.03362
0.311358	10.10715
0.307358	10.18123
0.301724	10.28816
0.295626	10.40750
0.285144	10.62174
0.282326	10.68141
0.278013	10.77450
0.273766	10.86832
0.271524	10.91875
0.266730	11.02865
0.262021	11.13951
0.255083	11.30832
0.242914	11.62117
0.239347	11.71716
0.232464	11.90829
0.229071	12.00545
0.225503	12.10984
0.223871	12.15836
0.221422	12.23211
0.218740	12.31416
0.212074	12.52418
0.199397	12.94940
0.195528	13.08638
0.193654	13.15404
0.190829	13.25762
0.188046	13.36165
0.183078	13.55240
0.178540	13.73254
0.176558	13.81302
0.174677	13.89046
0.172497	13.98156
0.168650	14.14581
0.164032	14.34920
0.159015	14.57822
0.153379	14.84614
0.149864	15.01917
0.143287	15.35607
0.136999	15.69520
0.132340	15.95795
0.129280	16.13615
0.125169	16.38300
0.121188	16.63045
0.116214	16.95198
0.110830	17.31648
0.104830	17.74443
0.098500	18.22280
0.092552	18.69969
0.086113	19.24878
0.081808	19.63644
0.079763	19.82683
0.074880	20.29843
0.070296	20.76447
0.064713	21.36515
0.059567	21.95391
0.057109	22.24790
0.054753	22.53798
0.052494	22.82400
0.048488	23.35116
0.043101	24.10357
0.036622	25.08152
0.032194	25.80097
0.030209	26.13817
0.025915	26.90124
0.022231	27.59516
0.017697	28.50400
0.013611	29.37986
0.011457	29.86510
0.009644	30.28701
0.005568	31.28354
0.003214	31.89130
0.000796	32.54256
0.000124	32.72857
0.000006	32.76147
