  50.0000000000	   0.6000148892	   0.0000061442	   3.9736418986	   1.6761506333	
  50.0000000000	   0.6200213206	   0.0000061442	   4.1034198424	   1.6532857620	
  50.0000000000	   0.6399883244	   0.0000061442	   4.2468137371	   1.6188133074	
  50.0000000000	   0.6600161441	   0.0000061442	   4.4424804597	   1.5918032467	
  50.0000000000	   0.6799975786	   0.0000061442	   5.0125665715	   1.5446151777	
  50.0000000000	   0.7000226844	   0.0000061442	   6.0962792946	   1.5203668167	
  50.0000000000	   0.7200129879	   0.0000061442	   7.2891487157	   1.4838704429	
  50.0000000000	   0.7399862305	   0.0000061442	   8.8596545197	   1.4655681435	
  50.0000000000	   0.7600104669	   0.0000061442	  11.0532978688	   1.4584933260	
  50.0000000000	   0.7799965801	   0.0000061442	  14.3163631403	   1.4916988543	
  50.0000000000	   0.8000131913	   0.0000061442	  19.9221658111	   1.5708679580	
  50.0000000000	   0.8200152260	   0.0000061442	  32.3280592060	   1.8102436557	
  50.0000000000	   0.8399881460	   0.0106327800	 212.1971940746	   3.5881060115	
  50.0000000000	   0.8600108269	   0.2266139267	 375.6219942483	   1.5291014899	
  50.0000000000	   0.8800112705	   0.3025030183	 384.7693936032	   1.2217998087	
  50.0000000000	   0.9000140903	   0.3424791030	 387.4176337363	   1.1025519224	
  50.0000000000	   0.9200095999	   0.3667587818	 356.5594877653	   1.0355729342	
  50.0000000000	   0.9400150323	   0.3838067143	 330.0668479201	   0.9768336943	
  50.0000000000	   0.9600154884	   0.3933243376	 308.8139301436	   0.9364542575	
  50.0000000000	   0.9800151590	   0.3914691894	 335.8265820751	   0.9561021566	
